WaterLevel,Date
240.335,9/14/2017
240.338,9/15/2017
240.34,9/16/2017
240.342,9/17/2017
240.347,9/18/2017
240.352,9/19/2017
240.358,9/20/2017
240.36,9/21/2017
240.366,9/22/2017
240.372,9/23/2017
240.375,9/24/2017
240.38,9/25/2017
240.384,9/26/2017
240.385,9/27/2017
240.387,9/28/2017
240.389,9/29/2017
240.391,9/30/2017
240.391,10/1/2017
240.389,10/2/2017
240.387,10/3/2017
240.385,10/4/2017
240.385,10/5/2017
240.385,10/6/2017
240.385,10/7/2017
240.385,10/8/2017
240.384,10/9/2017
240.38,10/10/2017
240.376,10/11/2017
240.375,10/12/2017
240.37,10/13/2017
240.364,10/14/2017
240.359,10/15/2017
240.35,10/16/2017
240.342,10/17/2017
240.338,10/18/2017
240.331,10/19/2017
240.324,10/20/2017
240.316,10/21/2017
240.307,10/22/2017
240.302,10/23/2017
240.293,10/24/2017
240.283,10/25/2017
240.275,10/26/2017
240.267,10/27/2017
240.261,10/28/2017
240.251,10/29/2017
240.243,10/30/2017
240.231,10/31/2017
240.221,11/1/2017
240.211,11/2/2017
240.203,11/3/2017
240.191,11/4/2017
240.182,11/5/2017
240.171,11/6/2017
240.158,11/7/2017
240.146,11/8/2017
240.135,11/9/2017
240.119,11/10/2017
240.106,11/11/2017
240.094,11/12/2017
240.08,11/13/2017
240.067,11/14/2017
240.055,11/15/2017
240.041,11/16/2017
240.029,11/17/2017
240.016,11/18/2017
240.002,11/19/2017
239.986,11/20/2017
239.971,11/21/2017
239.957,11/22/2017
239.943,11/23/2017
239.927,11/24/2017
239.91,11/25/2017
239.895,11/26/2017
239.879,11/27/2017
239.866,11/28/2017
239.847,11/29/2017
239.831,11/30/2017
239.815,12/1/2017
239.799,12/2/2017
239.784,12/3/2017
239.768,12/4/2017
239.752,12/5/2017
239.736,12/6/2017
239.72,12/7/2017
239.705,12/8/2017
239.689,12/9/2017
239.673,12/10/2017
239.657,12/11/2017
239.641,12/12/2017
239.625,12/13/2017
239.61,12/14/2017
239.594,12/15/2017
239.578,12/16/2017
239.562,12/17/2017
239.546,12/18/2017
239.531,12/19/2017
239.515,12/20/2017
239.468,12/21/2017
239.43,12/22/2017
239.414,12/23/2017
239.394,12/24/2017
239.377,12/25/2017
239.358,12/26/2017
239.341,12/27/2017
239.323,12/28/2017
239.305,12/29/2017
239.289,12/30/2017
239.272,12/31/2017
239.259,1/1/2018
239.243,1/2/2018
239.228,1/3/2018
239.211,1/4/2018
239.196,1/5/2018
239.18,1/6/2018
239.163,1/7/2018
239.148,1/8/2018
239.134,1/9/2018
239.121,1/10/2018
239.107,1/11/2018
239.092,1/12/2018
239.082,1/13/2018
239.069,1/14/2018
239.056,1/15/2018
239.045,1/16/2018
239.031,1/17/2018
239.015,1/18/2018
239.004,1/19/2018
238.993,1/20/2018
238.984,1/21/2018
238.974,1/22/2018
238.963,1/23/2018
238.952,1/24/2018
238.942,1/25/2018
238.933,1/26/2018
238.923,1/27/2018
238.913,1/28/2018
238.905,1/29/2018
238.897,1/30/2018
238.89,1/31/2018
238.881,2/1/2018
238.87,2/2/2018
238.861,2/3/2018
238.853,2/4/2018
238.844,2/5/2018
238.837,2/6/2018
238.831,2/7/2018
238.822,2/8/2018
238.814,2/9/2018
238.805,2/10/2018
238.801,2/11/2018
238.794,2/12/2018
238.786,2/13/2018
238.78,2/14/2018
238.774,2/15/2018
238.769,2/16/2018
238.761,2/17/2018
238.754,2/18/2018
238.746,2/19/2018
238.739,2/20/2018
238.73,2/21/2018
238.722,2/22/2018
238.714,2/23/2018
238.705,2/24/2018
238.7,2/25/2018
238.689,2/26/2018
238.671,2/27/2018
238.652,2/28/2018
238.634,3/1/2018
238.616,3/2/2018
238.597,3/3/2018
238.579,3/4/2018
238.561,3/5/2018
238.543,3/6/2018
238.524,3/7/2018
238.506,3/8/2018
238.488,3/9/2018
238.469,3/10/2018
238.451,3/11/2018
238.433,3/12/2018
238.415,3/13/2018
238.396,3/14/2018
238.378,3/15/2018
238.36,3/16/2018
238.341,3/17/2018
238.323,3/18/2018
238.305,3/19/2018
238.287,3/20/2018
238.268,3/21/2018
238.25,3/22/2018
238.232,3/23/2018
238.213,3/24/2018
238.195,3/25/2018
238.177,3/26/2018
238.158,3/27/2018
238.14,3/28/2018
238.122,3/29/2018
238.108,3/30/2018
238.099,3/31/2018
238.089,4/1/2018
238.077,4/2/2018
238.064,4/3/2018
238.052,4/4/2018
238.039,4/5/2018
238.029,4/6/2018
238.015,4/7/2018
238,4/8/2018
237.985,4/9/2018
237.97,4/10/2018
237.956,4/11/2018
237.942,4/12/2018
237.928,4/13/2018
237.915,4/14/2018
237.904,4/15/2018
237.888,4/16/2018
237.873,4/17/2018
237.86,4/18/2018
237.843,4/19/2018
237.827,4/20/2018
237.809,4/21/2018
237.795,4/22/2018
237.78,4/23/2018
237.765,4/24/2018
237.749,4/25/2018
237.732,4/26/2018
237.716,4/27/2018
237.701,4/28/2018
237.681,4/29/2018
237.664,4/30/2018
237.646,5/1/2018
237.631,5/2/2018
237.614,5/3/2018
237.596,5/4/2018
237.576,5/5/2018
237.559,5/6/2018
237.542,5/7/2018
237.523,5/8/2018
237.505,5/9/2018
237.49,5/10/2018
237.476,5/11/2018
237.458,5/12/2018
237.439,5/13/2018
237.419,5/14/2018
237.404,5/15/2018
237.384,5/16/2018
237.366,5/17/2018
237.346,5/18/2018
237.333,5/19/2018
237.316,5/20/2018
237.299,5/21/2018
237.279,5/22/2018
237.262,5/23/2018
237.247,5/24/2018
237.229,5/25/2018
237.211,5/26/2018
237.193,5/27/2018
237.179,5/28/2018
237.166,5/29/2018
237.149,5/30/2018
237.134,5/31/2018
237.115,6/1/2018
237.102,6/2/2018
237.089,6/3/2018
237.075,6/4/2018
237.06,6/5/2018
237.045,6/6/2018
237.03,6/7/2018
237.017,6/8/2018
237.005,6/9/2018
236.989,6/10/2018
236.976,6/11/2018
236.961,6/12/2018
236.951,6/13/2018
236.941,6/14/2018
236.928,6/15/2018
236.915,6/16/2018
236.903,6/17/2018
236.889,6/18/2018
236.874,6/19/2018
236.865,6/20/2018
236.851,6/21/2018
236.837,6/22/2018
236.823,6/23/2018
236.809,6/24/2018
236.795,6/25/2018
236.783,6/26/2018
236.769,6/27/2018
236.758,6/28/2018
236.749,6/29/2018
236.733,6/30/2018
236.72,7/1/2018
236.708,7/2/2018
236.695,7/3/2018
236.68,7/4/2018
236.668,7/5/2018
236.654,7/6/2018
236.642,7/7/2018
236.634,7/8/2018
236.621,7/9/2018
236.606,7/10/2018
236.594,7/11/2018
236.581,7/12/2018
236.568,7/13/2018
236.558,7/14/2018
236.547,7/15/2018
236.534,7/16/2018
236.524,7/17/2018
236.511,7/18/2018
236.497,7/19/2018
236.488,7/20/2018
236.478,7/21/2018
236.467,7/22/2018
236.454,7/23/2018
236.444,7/24/2018
236.433,7/25/2018
236.42,7/26/2018
236.41,7/27/2018
236.403,7/28/2018
236.393,7/29/2018
236.375,7/30/2018
236.356,7/31/2018
236.343,8/1/2018
236.333,8/2/2018
236.326,8/3/2018
236.319,8/4/2018
236.31,8/5/2018
236.302,8/6/2018
236.296,8/7/2018
236.287,8/8/2018
236.276,8/9/2018
236.266,8/10/2018
236.258,8/11/2018
