WL,Date,Borehole,,
239.659,5/1/2017,GW093067.1.1,,
239.784,6/1/2017,GW093067.1.1,,
239.93,7/1/2017,GW093067.1.1,,
240.131,8/1/2017,GW093067.1.1,,
240.331,9/1/2017,GW093067.1.1,,
240.336,10/1/2017,GW093067.1.1,,
240.041,11/1/2017,GW093067.1.1,,
239.557,12/1/2017,GW093067.1.1,,
239.053,1/1/2018,GW093067.1.1,,
238.775,2/1/2018,GW093067.1.1,,
238.36,3/1/2018,GW093067.1.1,,
237.888,4/1/2018,GW093067.1.1,,
237.386,5/1/2018,GW093067.1.1,,
236.921,6/1/2018,GW093067.1.1,,
236.537,7/1/2018,GW093067.1.1,,
236.216,8/1/2018,GW093067.1.1,,
236.022,9/1/2018,GW093067.1.1,,
235.976,10/1/2018,GW093067.1.1,,
236.076,11/1/2018,GW093067.1.1,,
236.2,12/1/2018,GW093067.1.1,,
236.207,1/1/2019,GW093067.1.1,,
236.185,2/1/2019,GW093067.1.1,,
236.145,3/1/2019,GW093067.1.1,,
236.166,4/1/2019,GW093067.1.1,,
236.263,5/1/2019,GW093067.1.1,,
236.444,6/1/2019,GW093067.1.1,,
236.671,7/1/2019,GW093067.1.1,,
236.952,8/1/2019,GW093067.1.1,,
237.251,9/1/2019,GW093067.1.1,,
237.415,10/1/2019,GW093067.1.1,,
237.381,11/1/2019,GW093067.1.1,,
237.181,12/1/2019,GW093067.1.1,,
236.839,1/1/2020,GW093067.1.1,,
236.591,2/1/2020,GW093067.1.1,,
236.487,3/1/2020,GW093067.1.1,,
236.555,4/1/2020,GW093067.1.1,,
236.742,5/1/2020,GW093067.1.1,,
236.982,6/1/2020,GW093067.1.1,,
237.244,7/1/2020,GW093067.1.1,,
237.543,8/1/2020,GW093067.1.1,,
237.822,9/1/2020,GW093067.1.1,,
238.098,10/1/2020,GW093067.1.1,,
238.323,11/1/2020,GW093067.1.1,,
238.546,12/1/2020,GW093067.1.1,,
238.76,1/1/2021,GW093067.1.1,,
238.941,2/1/2021,GW093067.1.1,,
239.093,3/1/2021,GW093067.1.1,,
239.242,4/1/2021,GW093067.1.1,,
239.415,5/1/2021,GW093067.1.1,,
239.58,6/1/2021,GW093067.1.1,,
239.754,7/1/2021,GW093067.1.1,,
239.978,8/1/2021,GW093067.1.1,,
240.213,9/1/2021,GW093067.1.1,,
240.448,10/1/2021,GW093067.1.1,,
240.627,11/1/2021,GW093067.1.1,,
240.813,12/1/2021,GW093067.1.1,,
241.019,1/1/2022,GW093067.1.1,,
241.203,2/1/2022,GW093067.1.1,,
241.384,3/1/2022,GW093067.1.1,,
241.513,4/1/2022,GW093067.1.1,,
241.456,5/1/2022,GW093067.1.1,,
384.966,8/1/2008,GW273033.1.1,,
384.905,9/1/2008,GW273033.1.1,,
385.16,10/1/2008,GW273033.1.1,,
385.16,11/1/2008,GW273033.1.1,,
385.16,12/1/2008,GW273033.1.1,,
385.16,1/1/2009,GW273033.1.1,,
385.16,2/1/2009,GW273033.1.1,,
385.16,3/1/2009,GW273033.1.1,,
385.16,4/1/2009,GW273033.1.1,,
385.16,5/1/2009,GW273033.1.1,,
385.16,6/1/2009,GW273033.1.1,,
385.16,7/1/2009,GW273033.1.1,,
385.16,8/1/2009,GW273033.1.1,,
385.16,9/1/2009,GW273033.1.1,,
385.16,10/1/2009,GW273033.1.1,,
385.16,11/1/2009,GW273033.1.1,,
385.16,12/1/2009,GW273033.1.1,,
385.16,1/1/2010,GW273033.1.1,,
385.16,2/1/2010,GW273033.1.1,,
385.16,3/1/2010,GW273033.1.1,,
385.16,4/1/2010,GW273033.1.1,,
385.16,5/1/2010,GW273033.1.1,,
385.16,6/1/2010,GW273033.1.1,,
385.16,7/1/2010,GW273033.1.1,,
385.16,8/1/2010,GW273033.1.1,,
385.16,9/1/2010,GW273033.1.1,,
385.16,10/1/2010,GW273033.1.1,,
385.16,11/1/2010,GW273033.1.1,,
385.16,12/1/2010,GW273033.1.1,,
385.16,1/1/2011,GW273033.1.1,,
385.16,2/1/2011,GW273033.1.1,,
385.16,3/1/2011,GW273033.1.1,,
385.16,4/1/2011,GW273033.1.1,,
385.16,5/1/2011,GW273033.1.1,,
385.16,6/1/2011,GW273033.1.1,,
385.16,7/1/2011,GW273033.1.1,,
385.16,8/1/2011,GW273033.1.1,,
385.16,9/1/2011,GW273033.1.1,,
385.16,10/1/2011,GW273033.1.1,,
385.16,11/1/2011,GW273033.1.1,,
385.16,12/1/2011,GW273033.1.1,,
385.16,1/1/2012,GW273033.1.1,,
385.16,2/1/2012,GW273033.1.1,,
385.16,3/1/2012,GW273033.1.1,,
385.16,4/1/2012,GW273033.1.1,,
385.16,5/1/2012,GW273033.1.1,,
385.16,6/1/2012,GW273033.1.1,,
385.16,7/1/2012,GW273033.1.1,,
385.16,8/1/2012,GW273033.1.1,,
385.16,9/1/2012,GW273033.1.1,,
385.16,10/1/2012,GW273033.1.1,,
385.16,11/1/2012,GW273033.1.1,,
385.16,12/1/2012,GW273033.1.1,,
385.16,1/1/2013,GW273033.1.1,,
385.16,2/1/2013,GW273033.1.1,,
385.16,3/1/2013,GW273033.1.1,,
385.16,4/1/2013,GW273033.1.1,,
385.16,5/1/2013,GW273033.1.1,,
385.16,6/1/2013,GW273033.1.1,,
385.16,7/1/2013,GW273033.1.1,,
385.16,8/1/2013,GW273033.1.1,,
385.16,9/1/2013,GW273033.1.1,,
385.16,10/1/2013,GW273033.1.1,,
385.16,11/1/2013,GW273033.1.1,,
385.16,12/1/2013,GW273033.1.1,,
385.16,1/1/2014,GW273033.1.1,,
385.16,2/1/2014,GW273033.1.1,,
385.16,3/1/2014,GW273033.1.1,,
385.16,4/1/2014,GW273033.1.1,,
385.16,5/1/2014,GW273033.1.1,,
385.16,6/1/2014,GW273033.1.1,,
385.16,7/1/2014,GW273033.1.1,,
385.16,8/1/2014,GW273033.1.1,,
385.16,9/1/2014,GW273033.1.1,,
385.16,10/1/2014,GW273033.1.1,,
385.16,11/1/2014,GW273033.1.1,,
385.16,12/1/2014,GW273033.1.1,,
385.16,1/1/2015,GW273033.1.1,,
385.16,2/1/2015,GW273033.1.1,,
385.16,3/1/2015,GW273033.1.1,,
385.16,4/1/2015,GW273033.1.1,,
385.16,5/1/2015,GW273033.1.1,,
385.16,6/1/2015,GW273033.1.1,,
385.16,7/1/2015,GW273033.1.1,,
385.16,8/1/2015,GW273033.1.1,,
385.16,9/1/2015,GW273033.1.1,,
385.16,10/1/2015,GW273033.1.1,,
385.16,11/1/2015,GW273033.1.1,,
385.16,12/1/2015,GW273033.1.1,,
385.16,1/1/2016,GW273033.1.1,,
385.16,2/1/2016,GW273033.1.1,,
385.16,3/1/2016,GW273033.1.1,,
385.16,4/1/2016,GW273033.1.1,,
385.16,5/1/2016,GW273033.1.1,,
385.16,6/1/2016,GW273033.1.1,,
385.16,7/1/2016,GW273033.1.1,,
385.16,8/1/2016,GW273033.1.1,,
385.16,9/1/2016,GW273033.1.1,,
385.16,10/1/2016,GW273033.1.1,,
385.16,11/1/2016,GW273033.1.1,,
385.16,12/1/2016,GW273033.1.1,,
385.16,1/1/2017,GW273033.1.1,,
385.16,2/1/2017,GW273033.1.1,,
385.16,3/1/2017,GW273033.1.1,,
385.16,4/1/2017,GW273033.1.1,,
385.16,5/1/2017,GW273033.1.1,,
385.16,6/1/2017,GW273033.1.1,,
385.16,7/1/2017,GW273033.1.1,,
385.16,8/1/2017,GW273033.1.1,,
385.16,9/1/2017,GW273033.1.1,,
385.16,10/1/2017,GW273033.1.1,,
385.16,11/1/2017,GW273033.1.1,,
385.16,12/1/2017,GW273033.1.1,,
385.16,1/1/2018,GW273033.1.1,,
385.16,2/1/2018,GW273033.1.1,,
385.16,3/1/2018,GW273033.1.1,,
385.16,4/1/2018,GW273033.1.1,,
385.16,5/1/2018,GW273033.1.1,,
385.16,6/1/2018,GW273033.1.1,,
385.16,7/1/2018,GW273033.1.1,,
385.16,8/1/2018,GW273033.1.1,,
385.16,9/1/2018,GW273033.1.1,,
385.16,10/1/2018,GW273033.1.1,,
385.16,11/1/2018,GW273033.1.1,,
385.16,12/1/2018,GW273033.1.1,,
385.16,1/1/2019,GW273033.1.1,,
385.16,2/1/2019,GW273033.1.1,,
385.16,3/1/2019,GW273033.1.1,,
385.16,4/1/2019,GW273033.1.1,,
385.16,5/1/2019,GW273033.1.1,,
385.16,6/1/2019,GW273033.1.1,,
385.16,7/1/2019,GW273033.1.1,,
385.16,8/1/2019,GW273033.1.1,,
385.16,9/1/2019,GW273033.1.1,,
385.16,10/1/2019,GW273033.1.1,,
385.16,11/1/2019,GW273033.1.1,,
385.16,12/1/2019,GW273033.1.1,,
385.16,1/1/2020,GW273033.1.1,,
385.16,2/1/2020,GW273033.1.1,,
385.16,3/1/2020,GW273033.1.1,,
385.16,4/1/2020,GW273033.1.1,,
385.16,5/1/2020,GW273033.1.1,,
385.16,6/1/2020,GW273033.1.1,,
384.706,7/1/2020,GW273033.1.1,,
385.049,8/1/2020,GW273033.1.1,,
384.772,9/1/2020,GW273033.1.1,,
384.608,10/1/2020,GW273033.1.1,,
384.637,11/1/2020,GW273033.1.1,,
384.94,12/1/2020,GW273033.1.1,,
385.695,1/1/2021,GW273033.1.1,,
384.934,2/1/2021,GW273033.1.1,,
385.442,3/1/2021,GW273033.1.1,,
385.511,4/1/2021,GW273033.1.1,,
385.085,5/1/2021,GW273033.1.1,,
385.423,6/1/2021,GW273033.1.1,,
385.679,7/1/2021,GW273033.1.1,,
385.455,8/1/2021,GW273033.1.1,,
385.223,9/1/2021,GW273033.1.1,,
385.119,10/1/2021,GW273033.1.1,,
385.83,11/1/2021,GW273033.1.1,,
386.199,12/1/2021,GW273033.1.1,,
385.295,1/1/2022,GW273033.1.1,,
384.92,2/1/2022,GW273033.1.1,,
384.939,3/1/2022,GW273033.1.1,,
384.828,4/1/2022,GW273033.1.1,,
384.737,5/1/2022,GW273033.1.1,,
338.532,10/1/2013,GW965569.1.2,,
338.416,11/1/2013,GW965569.1.2,,
338.283,12/1/2013,GW965569.1.2,,
338.117,1/1/2014,GW965569.1.2,,
337.953,2/1/2014,GW965569.1.2,,
337.795,3/1/2014,GW965569.1.2,,
337.639,4/1/2014,GW965569.1.2,,
337.554,5/1/2014,GW965569.1.2,,
337.481,6/1/2014,GW965569.1.2,,
337.496,7/1/2014,GW965569.1.2,,
337.472,8/1/2014,GW965569.1.2,,
337.447,9/1/2014,GW965569.1.2,,
337.546,10/1/2014,GW965569.1.2,,
337.492,11/1/2014,GW965569.1.2,,
337.439,12/1/2014,GW965569.1.2,,
337.355,1/1/2015,GW965569.1.2,,
337.341,2/1/2015,GW965569.1.2,,
337.225,3/1/2015,GW965569.1.2,,
337.16,4/1/2015,GW965569.1.2,,
337.111,5/1/2015,GW965569.1.2,,
337.21,6/1/2015,GW965569.1.2,,
337.249,7/1/2015,GW965569.1.2,,
337.33,8/1/2015,GW965569.1.2,,
337.389,9/1/2015,GW965569.1.2,,
337.414,10/1/2015,GW965569.1.2,,
337.415,11/1/2015,GW965569.1.2,,
337.374,12/1/2015,GW965569.1.2,,
337.332,1/1/2016,GW965569.1.2,,
337.287,2/1/2016,GW965569.1.2,,
337.251,3/1/2016,GW965569.1.2,,
337.206,4/1/2016,GW965569.1.2,,
337.164,5/1/2016,GW965569.1.2,,
337.152,6/1/2016,GW965569.1.2,,
337.103,7/1/2016,GW965569.1.2,,
337.17,8/1/2016,GW965569.1.2,,
337.221,9/1/2016,GW965569.1.2,,
337.594,10/1/2016,GW965569.1.2,,
337.984,11/1/2016,GW965569.1.2,,
338.005,12/1/2016,GW965569.1.2,,
338.019,1/1/2017,GW965569.1.2,,
337.921,2/1/2017,GW965569.1.2,,
337.831,3/1/2017,GW965569.1.2,,
337.835,4/1/2017,GW965569.1.2,,
337.793,5/1/2017,GW965569.1.2,,
337.804,6/1/2017,GW965569.1.2,,
337.711,7/1/2017,GW965569.1.2,,
337.665,8/1/2017,GW965569.1.2,,
337.512,9/1/2017,GW965569.1.2,,
337.326,10/1/2017,GW965569.1.2,,
337.142,11/1/2017,GW965569.1.2,,
336.977,12/1/2017,GW965569.1.2,,
336.823,1/1/2018,GW965569.1.2,,
336.679,2/1/2018,GW965569.1.2,,
336.551,3/1/2018,GW965569.1.2,,
336.455,4/1/2018,GW965569.1.2,,
336.368,5/1/2018,GW965569.1.2,,
336.301,6/1/2018,GW965569.1.2,,
336.293,7/1/2018,GW965569.1.2,,
336.273,8/1/2018,GW965569.1.2,,
336.208,9/1/2018,GW965569.1.2,,
336.139,10/1/2018,GW965569.1.2,,
336.066,11/1/2018,GW965569.1.2,,
335.968,12/1/2018,GW965569.1.2,,
335.921,1/1/2019,GW965569.1.2,,
335.858,2/1/2019,GW965569.1.2,,
335.78,3/1/2019,GW965569.1.2,,
335.862,4/1/2019,GW965569.1.2,,
336.602,5/1/2019,GW965569.1.2,,
337.097,6/1/2019,GW965569.1.2,,
337.311,7/1/2019,GW965569.1.2,,
337.337,8/1/2019,GW965569.1.2,,
337.306,9/1/2019,GW965569.1.2,,
337.271,10/1/2019,GW965569.1.2,,
337.216,11/1/2019,GW965569.1.2,,
337.159,12/1/2019,GW965569.1.2,,
337.06,1/1/2020,GW965569.1.2,,
337.001,2/1/2020,GW965569.1.2,,
337.14,3/1/2020,GW965569.1.2,,
337.572,4/1/2020,GW965569.1.2,,
337.867,5/1/2020,GW965569.1.2,,
337.968,6/1/2020,GW965569.1.2,,
338.035,7/1/2020,GW965569.1.2,,
338.047,8/1/2020,GW965569.1.2,,
338,9/1/2020,GW965569.1.2,,
337.921,10/1/2020,GW965569.1.2,,
337.882,11/1/2020,GW965569.1.2,,
337.864,12/1/2020,GW965569.1.2,,
338.23,1/1/2021,GW965569.1.2,,
338.511,2/1/2021,GW965569.1.2,,
338.607,3/1/2021,GW965569.1.2,,
338.747,4/1/2021,GW965569.1.2,,
338.748,5/1/2021,GW965569.1.2,,
338.814,6/1/2021,GW965569.1.2,,
339.057,7/1/2021,GW965569.1.2,,
339.177,8/1/2021,GW965569.1.2,,
339.152,9/1/2021,GW965569.1.2,,
339.129,10/1/2021,GW965569.1.2,,
339.3,11/1/2021,GW965569.1.2,,
339.981,12/1/2021,GW965569.1.2,,
340.155,1/1/2022,GW965569.1.2,,
340.11,2/1/2022,GW965569.1.2,,
340.039,3/1/2022,GW965569.1.2,,
339.954,4/1/2022,GW965569.1.2,,
339.855,5/1/2022,GW965569.1.2,,
412.411,7/1/2020,GW093039.1.1,,
412.644,8/1/2020,GW093039.1.1,,
412.358,9/1/2020,GW093039.1.1,,
412.252,10/1/2020,GW093039.1.1,,
412.229,11/1/2020,GW093039.1.1,,
412.376,12/1/2020,GW093039.1.1,,
412.693,1/1/2021,GW093039.1.1,,
412.345,2/1/2021,GW093039.1.1,,
412.602,3/1/2021,GW093039.1.1,,
412.533,4/1/2021,GW093039.1.1,,
412.452,5/1/2021,GW093039.1.1,,
412.841,6/1/2021,GW093039.1.1,,
413.038,7/1/2021,GW093039.1.1,,
412.854,8/1/2021,GW093039.1.1,,
412.663,9/1/2021,GW093039.1.1,,
412.647,10/1/2021,GW093039.1.1,,
412.968,11/1/2021,GW093039.1.1,,
412.967,12/1/2021,GW093039.1.1,,
412.601,1/1/2022,GW093039.1.1,,
412.484,2/1/2022,GW093039.1.1,,
412.641,3/1/2022,GW093039.1.1,,
412.534,4/1/2022,GW093039.1.1,,
412.48,5/1/2022,GW093039.1.1,,
19.427,3/1/2005,GW093040.1.1,,
19.634,4/1/2005,GW093040.1.1,,
19.828,5/1/2005,GW093040.1.1,,
19.98,6/1/2005,GW093040.1.1,,
20.002,7/1/2005,GW093040.1.1,,
19.912,8/1/2005,GW093040.1.1,,
19.636,9/1/2005,GW093040.1.1,,
19.413,10/1/2005,GW093040.1.1,,
19.237,11/1/2005,GW093040.1.1,,
19.203,12/1/2005,GW093040.1.1,,
19.277,1/1/2006,GW093040.1.1,,
19.374,2/1/2006,GW093040.1.1,,
19.57,3/1/2006,GW093040.1.1,,
19.793,4/1/2006,GW093040.1.1,,
19.994,5/1/2006,GW093040.1.1,,
20.105,6/1/2006,GW093040.1.1,,
20.089,7/1/2006,GW093040.1.1,,
19.941,8/1/2006,GW093040.1.1,,
19.662,9/1/2006,GW093040.1.1,,
19.441,10/1/2006,GW093040.1.1,,
19.255,11/1/2006,GW093040.1.1,,
19.289,12/1/2006,GW093040.1.1,,
19.338,1/1/2007,GW093040.1.1,,
19.454,2/1/2007,GW093040.1.1,,
19.663,3/1/2007,GW093040.1.1,,
19.865,4/1/2007,GW093040.1.1,,
20.046,5/1/2007,GW093040.1.1,,
20.101,6/1/2007,GW093040.1.1,,
20.101,7/1/2007,GW093040.1.1,,
19.963,8/1/2007,GW093040.1.1,,
19.695,9/1/2007,GW093040.1.1,,
19.518,10/1/2007,GW093040.1.1,,
19.362,11/1/2007,GW093040.1.1,,
19.371,12/1/2007,GW093040.1.1,,
19.4,1/1/2008,GW093040.1.1,,
19.471,2/1/2008,GW093040.1.1,,
19.581,3/1/2008,GW093040.1.1,,
19.72,4/1/2008,GW093040.1.1,,
19.826,5/1/2008,GW093040.1.1,,
19.897,6/1/2008,GW093040.1.1,,
372.426,11/1/2020,GW093042.1.1,,
372.118,12/1/2020,GW093042.1.1,,
372.811,1/1/2021,GW093042.1.1,,
372.354,2/1/2021,GW093042.1.1,,
372.688,3/1/2021,GW093042.1.1,,
373.054,4/1/2021,GW093042.1.1,,
372.91,5/1/2021,GW093042.1.1,,
373.315,6/1/2021,GW093042.1.1,,
373.753,7/1/2021,GW093042.1.1,,
373.561,8/1/2021,GW093042.1.1,,
373.334,9/1/2021,GW093042.1.1,,
373.222,10/1/2021,GW093042.1.1,,
373.668,11/1/2021,GW093042.1.1,,
374.175,12/1/2021,GW093042.1.1,,
373.374,1/1/2022,GW093042.1.1,,
372.974,2/1/2022,GW093042.1.1,,
372.882,3/1/2022,GW093042.1.1,,
373.042,4/1/2022,GW093042.1.1,,
372.981,5/1/2022,GW093042.1.1,,
21.051,4/1/2009,GW098206.1.1,,
21.217,5/1/2009,GW098206.1.1,,
21.338,6/1/2009,GW098206.1.1,,
21.4,7/1/2009,GW098206.1.1,,
21.4,8/1/2009,GW098206.1.1,,
21.375,9/1/2009,GW098206.1.1,,
21.273,10/1/2009,GW098206.1.1,,
21.153,11/1/2009,GW098206.1.1,,
21.1,12/1/2009,GW098206.1.1,,
21.016,1/1/2010,GW098206.1.1,,
21.123,2/1/2010,GW098206.1.1,,
21.233,3/1/2010,GW098206.1.1,,
21.349,4/1/2010,GW098206.1.1,,
21.438,5/1/2010,GW098206.1.1,,
21.5,6/1/2010,GW098206.1.1,,
21.591,7/1/2010,GW098206.1.1,,
21.882,8/1/2010,GW098206.1.1,,
21.13,9/1/2010,GW098206.1.1,,
21.13,10/1/2010,GW098206.1.1,,
21.13,11/1/2010,GW098206.1.1,,
21.13,12/1/2010,GW098206.1.1,,
21.13,1/1/2011,GW098206.1.1,,
21.13,2/1/2011,GW098206.1.1,,
21.13,3/1/2011,GW098206.1.1,,
21.13,4/1/2011,GW098206.1.1,,
21.058,5/1/2011,GW098206.1.1,,
21.13,6/1/2011,GW098206.1.1,,
21.2,7/1/2011,GW098206.1.1,,
21.143,8/1/2011,GW098206.1.1,,
21.033,9/1/2011,GW098206.1.1,,
20.915,10/1/2011,GW098206.1.1,,
20.76,11/1/2011,GW098206.1.1,,
20.657,12/1/2011,GW098206.1.1,,
20.655,1/1/2012,GW098206.1.1,,
20.702,2/1/2012,GW098206.1.1,,
20.7,3/1/2012,GW098206.1.1,,
20.796,4/1/2012,GW098206.1.1,,
20.8,5/1/2012,GW098206.1.1,,
197.389,4/1/2009,GW098206.2.2,,
197.425,5/1/2009,GW098206.2.2,,
197.396,6/1/2009,GW098206.2.2,,
197.392,7/1/2009,GW098206.2.2,,
197.354,8/1/2009,GW098206.2.2,,
197.375,9/1/2009,GW098206.2.2,,
197.293,10/1/2009,GW098206.2.2,,
197.173,11/1/2009,GW098206.2.2,,
197.292,12/1/2009,GW098206.2.2,,
198.249,1/1/2010,GW098206.2.2,,
197.797,2/1/2010,GW098206.2.2,,
197.582,3/1/2010,GW098206.2.2,,
197.446,4/1/2010,GW098206.2.2,,
197.412,5/1/2010,GW098206.2.2,,
197.385,6/1/2010,GW098206.2.2,,
197.422,7/1/2010,GW098206.2.2,,
198.545,8/1/2010,GW098206.2.2,,
198.532,9/1/2010,GW098206.2.2,,
198.455,10/1/2010,GW098206.2.2,,
198.378,11/1/2010,GW098206.2.2,,
198.301,12/1/2010,GW098206.2.2,,
198.222,1/1/2011,GW098206.2.2,,
198.148,2/1/2011,GW098206.2.2,,
198.067,3/1/2011,GW098206.2.2,,
197.881,4/1/2011,GW098206.2.2,,
197.778,5/1/2011,GW098206.2.2,,
197.839,6/1/2011,GW098206.2.2,,
197.807,7/1/2011,GW098206.2.2,,
197.754,8/1/2011,GW098206.2.2,,
197.777,9/1/2011,GW098206.2.2,,
197.988,10/1/2011,GW098206.2.2,,
198.42,11/1/2011,GW098206.2.2,,
200.445,12/1/2011,GW098206.2.2,,
198.893,1/1/2012,GW098206.2.2,,
201.42,2/1/2012,GW098206.2.2,,
199.421,3/1/2012,GW098206.2.2,,
198.74,4/1/2012,GW098206.2.2,,
198.323,5/1/2012,GW098206.2.2,,
198.226,6/1/2012,GW098206.2.2,,
198.744,7/1/2012,GW098206.2.2,,
198.633,8/1/2012,GW098206.2.2,,
198.334,9/1/2012,GW098206.2.2,,
198.2,10/1/2012,GW098206.2.2,,
198.08,11/1/2012,GW098206.2.2,,
198.196,12/1/2012,GW098206.2.2,,
198.361,1/1/2013,GW098206.2.2,,
198.625,2/1/2013,GW098206.2.2,,
198.427,3/1/2013,GW098206.2.2,,
197.967,4/1/2013,GW098206.2.2,,
197.803,5/1/2013,GW098206.2.2,,
197.737,6/1/2013,GW098206.2.2,,
197.755,7/1/2013,GW098206.2.2,,
197.683,8/1/2013,GW098206.2.2,,
197.684,9/1/2013,GW098206.2.2,,
197.759,10/1/2013,GW098206.2.2,,
197.846,11/1/2013,GW098206.2.2,,
197.893,12/1/2013,GW098206.2.2,,
198.036,1/1/2014,GW098206.2.2,,
197.949,2/1/2014,GW098206.2.2,,
197.76,3/1/2014,GW098206.2.2,,
197.766,4/1/2014,GW098206.2.2,,
197.598,5/1/2014,GW098206.2.2,,
197.504,6/1/2014,GW098206.2.2,,
197.474,7/1/2014,GW098206.2.2,,
197.419,8/1/2014,GW098206.2.2,,
197.422,9/1/2014,GW098206.2.2,,
197.506,10/1/2014,GW098206.2.2,,
197.297,11/1/2014,GW098206.2.2,,
197.497,12/1/2014,GW098206.2.2,,
197.522,1/1/2015,GW098206.2.2,,
197.43,2/1/2015,GW098206.2.2,,
197.304,3/1/2015,GW098206.2.2,,
197.262,4/1/2015,GW098206.2.2,,
197.285,5/1/2015,GW098206.2.2,,
197.383,6/1/2015,GW098206.2.2,,
197.428,7/1/2015,GW098206.2.2,,
197.467,8/1/2015,GW098206.2.2,,
197.465,9/1/2015,GW098206.2.2,,
197.306,10/1/2015,GW098206.2.2,,
197.266,11/1/2015,GW098206.2.2,,
197.198,12/1/2015,GW098206.2.2,,
197.316,1/1/2016,GW098206.2.2,,
197.23,2/1/2016,GW098206.2.2,,
197.142,3/1/2016,GW098206.2.2,,
197.12,4/1/2016,GW098206.2.2,,
197.114,5/1/2016,GW098206.2.2,,
197.216,6/1/2016,GW098206.2.2,,
197.572,7/1/2016,GW098206.2.2,,
197.721,8/1/2016,GW098206.2.2,,
199.08,9/1/2016,GW098206.2.2,,
198.79,10/1/2016,GW098206.2.2,,
198.328,11/1/2016,GW098206.2.2,,
198.051,12/1/2016,GW098206.2.2,,
198.059,1/1/2017,GW098206.2.2,,
197.985,2/1/2017,GW098206.2.2,,
197.75,3/1/2017,GW098206.2.2,,
197.596,4/1/2017,GW098206.2.2,,
197.513,5/1/2017,GW098206.2.2,,
197.494,6/1/2017,GW098206.2.2,,
197.473,7/1/2017,GW098206.2.2,,
197.411,8/1/2017,GW098206.2.2,,
197.375,9/1/2017,GW098206.2.2,,
197.488,10/1/2017,GW098206.2.2,,
197.427,11/1/2017,GW098206.2.2,,
197.514,12/1/2017,GW098206.2.2,,
197.72,1/1/2018,GW098206.2.2,,
197.642,2/1/2018,GW098206.2.2,,
197.404,3/1/2018,GW098206.2.2,,
197.251,4/1/2018,GW098206.2.2,,
197.184,5/1/2018,GW098206.2.2,,
197.185,6/1/2018,GW098206.2.2,,
197.192,7/1/2018,GW098206.2.2,,
197.128,8/1/2018,GW098206.2.2,,
197.051,9/1/2018,GW098206.2.2,,
197.047,10/1/2018,GW098206.2.2,,
197.263,11/1/2018,GW098206.2.2,,
197.257,12/1/2018,GW098206.2.2,,
196.989,1/1/2019,GW098206.2.2,,
196.788,2/1/2019,GW098206.2.2,,
196.663,3/1/2019,GW098206.2.2,,
196.841,4/1/2019,GW098206.2.2,,
196.697,5/1/2019,GW098206.2.2,,
196.612,6/1/2019,GW098206.2.2,,
196.531,7/1/2019,GW098206.2.2,,
196.436,8/1/2019,GW098206.2.2,,
196.316,9/1/2019,GW098206.2.2,,
196.066,10/1/2019,GW098206.2.2,,
195.954,11/1/2019,GW098206.2.2,,
195.898,12/1/2019,GW098206.2.2,,
195.99,1/1/2020,GW098206.2.2,,
197.112,2/1/2020,GW098206.2.2,,
197.171,3/1/2020,GW098206.2.2,,
197.17,4/1/2020,GW098206.2.2,,
197.055,5/1/2020,GW098206.2.2,,
196.997,6/1/2020,GW098206.2.2,,
196.983,7/1/2020,GW098206.2.2,,
197.252,8/1/2020,GW098206.2.2,,
197.144,9/1/2020,GW098206.2.2,,
197.014,10/1/2020,GW098206.2.2,,
197.05,11/1/2020,GW098206.2.2,,
196.965,12/1/2020,GW098206.2.2,,
197.325,1/1/2021,GW098206.2.2,,
197.284,2/1/2021,GW098206.2.2,,
197.493,3/1/2021,GW098206.2.2,,
197.681,4/1/2021,GW098206.2.2,,
197.476,5/1/2021,GW098206.2.2,,
197.84,6/1/2021,GW098206.2.2,,
198.334,7/1/2021,GW098206.2.2,,
198.444,8/1/2021,GW098206.2.2,,
198.315,9/1/2021,GW098206.2.2,,
198.103,10/1/2021,GW098206.2.2,,
199.85,11/1/2021,GW098206.2.2,,
201.652,12/1/2021,GW098206.2.2,,
199.165,1/1/2022,GW098206.2.2,,
198.607,2/1/2022,GW098206.2.2,,
198.435,3/1/2022,GW098206.2.2,,
198.313,4/1/2022,GW098206.2.2,,
198.206,5/1/2022,GW098206.2.2,,
197.532,4/1/2009,GW098207.1.1,,
197.49,5/1/2009,GW098207.1.1,,
197.469,6/1/2009,GW098207.1.1,,
197.476,7/1/2009,GW098207.1.1,,
197.442,8/1/2009,GW098207.1.1,,
197.443,9/1/2009,GW098207.1.1,,
197.382,10/1/2009,GW098207.1.1,,
197.305,11/1/2009,GW098207.1.1,,
197.295,12/1/2009,GW098207.1.1,,
197.936,1/1/2010,GW098207.1.1,,
197.935,2/1/2010,GW098207.1.1,,
197.731,3/1/2010,GW098207.1.1,,
197.563,4/1/2010,GW098207.1.1,,
197.435,5/1/2010,GW098207.1.1,,
197.479,6/1/2010,GW098207.1.1,,
197.577,7/1/2010,GW098207.1.1,,
197.677,8/1/2010,GW098207.1.1,,
197.775,9/1/2010,GW098207.1.1,,
197.874,10/1/2010,GW098207.1.1,,
197.972,11/1/2010,GW098207.1.1,,
198.07,12/1/2010,GW098207.1.1,,
198.17,1/1/2011,GW098207.1.1,,
198.265,2/1/2011,GW098207.1.1,,
198.344,3/1/2011,GW098207.1.1,,
198.17,4/1/2011,GW098207.1.1,,
197.997,5/1/2011,GW098207.1.1,,
