WL,Date,Borehole,No of Covariates,,,,,,,
260.692,1/1/2012,GW030306.3.3,1,,,,,,,
262.366,2/1/2012,GW030306.3.3,1,,,,,,,
263.356,3/1/2012,GW030306.3.3,1,,,,,,,
264.811,4/1/2012,GW030306.3.3,1,,,,,,,
266.084,5/1/2012,GW030306.3.3,1,,,,,,,
266.217,6/1/2012,GW030306.3.3,1,,,,,,,
262.724,7/1/2012,GW030306.3.3,1,,,,,,,
265.795,8/1/2012,GW030306.3.3,1,,,,,,,
265.28,9/1/2012,GW030306.3.3,1,,,,,,,
258.411,10/1/2012,GW030306.3.3,1,,,,,,,
257.49,11/1/2012,GW030306.3.3,1,,,,,,,
253.134,12/1/2012,GW030306.3.3,1,,,,,,,
252.21,1/1/2013,GW030306.3.3,1,,,,,,,
254.537,2/1/2013,GW030306.3.3,1,,,,,,,
259.819,3/1/2013,GW030306.3.3,1,,,,,,,
263.124,4/1/2013,GW030306.3.3,1,,,,,,,
264.572,5/1/2013,GW030306.3.3,1,,,,,,,
265.154,6/1/2013,GW030306.3.3,1,,,,,,,
265.979,7/1/2013,GW030306.3.3,1,,,,,,,
263.239,8/1/2013,GW030306.3.3,1,,,,,,,
255.82,9/1/2013,GW030306.3.3,1,,,,,,,
251.088,10/1/2013,GW030306.3.3,1,,,,,,,
251.138,11/1/2013,GW030306.3.3,1,,,,,,,
252.965,12/1/2013,GW030306.3.3,1,,,,,,,
247.166,1/1/2014,GW030306.3.3,1,,,,,,,
245.685,2/1/2014,GW030306.3.3,1,,,,,,,
249.053,3/1/2014,GW030306.3.3,1,,,,,,,
256.706,4/1/2014,GW030306.3.3,1,,,,,,,
260.631,5/1/2014,GW030306.3.3,1,,,,,,,
261.383,6/1/2014,GW030306.3.3,1,,,,,,,
261.934,7/1/2014,GW030306.3.3,1,,,,,,,
259.61,8/1/2014,GW030306.3.3,1,,,,,,,
258.787,9/1/2014,GW030306.3.3,1,,,,,,,
253.495,10/1/2014,GW030306.3.3,1,,,,,,,
249.798,11/1/2014,GW030306.3.3,1,,,,,,,
248.569,12/1/2014,GW030306.3.3,1,,,,,,,
252.148,1/1/2015,GW030306.3.3,1,,,,,,,
250.663,2/1/2015,GW030306.3.3,1,,,,,,,
250.808,3/1/2015,GW030306.3.3,1,,,,,,,
257.386,4/1/2015,GW030306.3.3,1,,,,,,,
260.626,5/1/2015,GW030306.3.3,1,,,,,,,
262.025,6/1/2015,GW030306.3.3,1,,,,,,,
262.648,7/1/2015,GW030306.3.3,1,,,,,,,
262.689,8/1/2015,GW030306.3.3,1,,,,,,,
259.707,9/1/2015,GW030306.3.3,1,,,,,,,
252.481,10/1/2015,GW030306.3.3,1,,,,,,,
255.361,11/1/2015,GW030306.3.3,1,,,,,,,
255.763,12/1/2015,GW030306.3.3,1,,,,,,,
252.194,1/1/2016,GW030306.3.3,1,,,,,,,
250.507,2/1/2016,GW030306.3.3,1,,,,,,,
248.851,3/1/2016,GW030306.3.3,1,,,,,,,
255.551,4/1/2016,GW030306.3.3,1,,,,,,,
259.629,5/1/2016,GW030306.3.3,1,,,,,,,
261.115,6/1/2016,GW030306.3.3,1,,,,,,,
262.442,7/1/2016,GW030306.3.3,1,,,,,,,
263.216,8/1/2016,GW030306.3.3,1,,,,,,,
263.988,9/1/2016,GW030306.3.3,1,,,,,,,
264.346,10/1/2016,GW030306.3.3,1,,,,,,,
263.968,11/1/2016,GW030306.3.3,1,,,,,,,
262.442,12/1/2016,GW030306.3.3,1,,,,,,,
257.338,1/1/2017,GW030306.3.3,1,,,,,,,
254.384,2/1/2017,GW030306.3.3,1,,,,,,,
255.713,3/1/2017,GW030306.3.3,1,,,,,,,
261.513,4/1/2017,GW030306.3.3,1,,,,,,,
263.526,5/1/2017,GW030306.3.3,1,,,,,,,
264.398,6/1/2017,GW030306.3.3,1,,,,,,,
264.964,7/1/2017,GW030306.3.3,1,,,,,,,
264.933,8/1/2017,GW030306.3.3,1,,,,,,,
259.358,9/1/2017,GW030306.3.3,1,,,,,,,
253.685,10/1/2017,GW030306.3.3,1,,,,,,,
256.63,11/1/2017,GW030306.3.3,1,,,,,,,
256.407,12/1/2017,GW030306.3.3,1,,,,,,,
249.678,1/1/2018,GW030306.3.3,1,,,,,,,
246.38,2/1/2018,GW030306.3.3,1,,,,,,,
254.823,3/1/2018,GW030306.3.3,1,,,,,,,
258.38,4/1/2018,GW030306.3.3,1,,,,,,,
258.426,5/1/2018,GW030306.3.3,1,,,,,,,
259.007,6/1/2018,GW030306.3.3,1,,,,,,,
259.597,7/1/2018,GW030306.3.3,1,,,,,,,
260.056,8/1/2018,GW030306.3.3,1,,,,,,,
259.487,9/1/2018,GW030306.3.3,1,,,,,,,
255.536,10/1/2018,GW030306.3.3,1,,,,,,,
253.662,11/1/2018,GW030306.3.3,1,,,,,,,
254.693,12/1/2018,GW030306.3.3,1,,,,,,,
250.008,1/1/2019,GW030306.3.3,1,,,,,,,
247.398,2/1/2019,GW030306.3.3,1,,,,,,,
251.663,3/1/2019,GW030306.3.3,1,,,,,,,
256.194,4/1/2019,GW030306.3.3,1,,,,,,,
258.647,5/1/2019,GW030306.3.3,1,,,,,,,
259.988,6/1/2019,GW030306.3.3,1,,,,,,,
260.492,7/1/2019,GW030306.3.3,1,,,,,,,
258.445,8/1/2019,GW030306.3.3,1,,,,,,,
256.58,9/1/2019,GW030306.3.3,1,,,,,,,
256.071,10/1/2019,GW030306.3.3,1,,,,,,,
256.527,11/1/2019,GW030306.3.3,1,,,,,,,
257.917,12/1/2019,GW030306.3.3,1,,,,,,,
257.196,1/1/2020,GW030306.3.3,1,,,,,,,
257.894,2/1/2020,GW030306.3.3,1,,,,,,,
259.816,3/1/2020,GW030306.3.3,1,,,,,,,
261.058,4/1/2020,GW030306.3.3,1,,,,,,,
261.716,5/1/2020,GW030306.3.3,1,,,,,,,
261.918,6/1/2020,GW030306.3.3,1,,,,,,,
262.104,7/1/2020,GW030306.3.3,1,,,,,,,
262.967,8/1/2020,GW030306.3.3,1,,,,,,,
261.02,9/1/2020,GW030306.3.3,1,,,,,,,
260.657,10/1/2020,GW030306.3.3,1,,,,,,,
262.121,11/1/2020,GW030306.3.3,1,,,,,,,
262.816,12/1/2020,GW030306.3.3,1,,,,,,,
263.893,1/1/2021,GW030306.3.3,1,,,,,,,
263.41,2/1/2021,GW030306.3.3,1,,,,,,,
263.957,3/1/2021,GW030306.3.3,1,,,,,,,
264.202,4/1/2021,GW030306.3.3,1,,,,,,,
264.323,5/1/2021,GW030306.3.3,1,,,,,,,
264.939,6/1/2021,GW030306.3.3,1,,,,,,,
265.817,7/1/2021,GW030306.3.3,1,,,,,,,
265.617,8/1/2021,GW030306.3.3,1,,,,,,,
265.094,9/1/2021,GW030306.3.3,1,,,,,,,
265.222,10/1/2021,GW030306.3.3,1,,,,,,,
266.265,11/1/2021,GW030306.3.3,1,,,,,,,
267.3,12/1/2021,GW030306.3.3,1,,,,,,,
263.786,1/1/2022,GW030306.3.3,1,,,,,,,
261.38,2/1/2022,GW030306.3.3,1,,,,,,,
264.271,3/1/2022,GW030306.3.3,1,,,,,,,
266.244,4/1/2022,GW030306.3.3,1,,,,,,,
266.587,5/1/2022,GW030306.3.3,1,,,,,,,
188.888,3/1/2010,GW030310.1.1,1,,,,,,,
189.756,4/1/2010,GW030310.1.1,1,,,,,,,
190.31,5/1/2010,GW030310.1.1,1,,,,,,,
190.703,6/1/2010,GW030310.1.1,1,,,,,,,
190.949,7/1/2010,GW030310.1.1,1,,,,,,,
191.197,8/1/2010,GW030310.1.1,1,,,,,,,
191.397,9/1/2010,GW030310.1.1,1,,,,,,,
191.559,10/1/2010,GW030310.1.1,1,,,,,,,
191.707,11/1/2010,GW030310.1.1,1,,,,,,,
191.869,12/1/2010,GW030310.1.1,1,,,,,,,
191.964,1/1/2011,GW030310.1.1,1,,,,,,,
191.041,2/1/2011,GW030310.1.1,1,,,,,,,
190.214,3/1/2011,GW030310.1.1,1,,,,,,,
191.177,4/1/2011,GW030310.1.1,1,,,,,,,
191.618,5/1/2011,GW030310.1.1,1,,,,,,,
191.852,6/1/2011,GW030310.1.1,1,,,,,,,
191.943,7/1/2011,GW030310.1.1,1,,,,,,,
191.99,8/1/2011,GW030310.1.1,1,,,,,,,
191.941,9/1/2011,GW030310.1.1,1,,,,,,,
191.855,10/1/2011,GW030310.1.1,1,,,,,,,
191.052,11/1/2011,GW030310.1.1,1,,,,,,,
191.562,12/1/2011,GW030310.1.1,1,,,,,,,
192.054,1/1/2012,GW030310.1.1,1,,,,,,,
192.284,2/1/2012,GW030310.1.1,1,,,,,,,
192.477,3/1/2012,GW030310.1.1,1,,,,,,,
192.599,4/1/2012,GW030310.1.1,1,,,,,,,
192.687,5/1/2012,GW030310.1.1,1,,,,,,,
192.77,6/1/2012,GW030310.1.1,1,,,,,,,
192.819,7/1/2012,GW030310.1.1,1,,,,,,,
192.842,8/1/2012,GW030310.1.1,1,,,,,,,
192.881,9/1/2012,GW030310.1.1,1,,,,,,,
192.899,10/1/2012,GW030310.1.1,1,,,,,,,
192.69,11/1/2012,GW030310.1.1,1,,,,,,,
191.961,12/1/2012,GW030310.1.1,1,,,,,,,
190.71,1/1/2013,GW030310.1.1,1,,,,,,,
190.778,2/1/2013,GW030310.1.1,1,,,,,,,
191.509,3/1/2013,GW030310.1.1,1,,,,,,,
191.952,4/1/2013,GW030310.1.1,1,,,,,,,
192.267,5/1/2013,GW030310.1.1,1,,,,,,,
192.476,6/1/2013,GW030310.1.1,1,,,,,,,
192.594,7/1/2013,GW030310.1.1,1,,,,,,,
192.308,8/1/2013,GW030310.1.1,1,,,,,,,
191.74,9/1/2013,GW030310.1.1,1,,,,,,,
192.287,10/1/2013,GW030310.1.1,1,,,,,,,
192.226,11/1/2013,GW030310.1.1,1,,,,,,,
191.974,12/1/2013,GW030310.1.1,1,,,,,,,
190.127,1/1/2014,GW030310.1.1,1,,,,,,,
187.043,2/1/2014,GW030310.1.1,1,,,,,,,
188.829,3/1/2014,GW030310.1.1,1,,,,,,,
190.615,4/1/2014,GW030310.1.1,1,,,,,,,
191.417,5/1/2014,GW030310.1.1,1,,,,,,,
191.868,6/1/2014,GW030310.1.1,1,,,,,,,
192.101,7/1/2014,GW030310.1.1,1,,,,,,,
192.245,8/1/2014,GW030310.1.1,1,,,,,,,
192.315,9/1/2014,GW030310.1.1,1,,,,,,,
190.985,10/1/2014,GW030310.1.1,1,,,,,,,
184.802,11/1/2014,GW030310.1.1,1,,,,,,,
183.524,12/1/2014,GW030310.1.1,1,,,,,,,
183.338,1/1/2015,GW030310.1.1,1,,,,,,,
183.133,2/1/2015,GW030310.1.1,1,,,,,,,
185.211,3/1/2015,GW030310.1.1,1,,,,,,,
188.136,4/1/2015,GW030310.1.1,1,,,,,,,
189.608,5/1/2015,GW030310.1.1,1,,,,,,,
190.47,6/1/2015,GW030310.1.1,1,,,,,,,
191,7/1/2015,GW030310.1.1,1,,,,,,,
191.382,8/1/2015,GW030310.1.1,1,,,,,,,
191.271,9/1/2015,GW030310.1.1,1,,,,,,,
186.187,10/1/2015,GW030310.1.1,1,,,,,,,
185.245,11/1/2015,GW030310.1.1,1,,,,,,,
184.307,12/1/2015,GW030310.1.1,1,,,,,,,
183.532,1/1/2016,GW030310.1.1,1,,,,,,,
183.217,2/1/2016,GW030310.1.1,1,,,,,,,
184.423,3/1/2016,GW030310.1.1,1,,,,,,,
187.281,4/1/2016,GW030310.1.1,1,,,,,,,
188.789,5/1/2016,GW030310.1.1,1,,,,,,,
189.379,6/1/2016,GW030310.1.1,1,,,,,,,
190.111,7/1/2016,GW030310.1.1,1,,,,,,,
190.636,8/1/2016,GW030310.1.1,1,,,,,,,
191.052,9/1/2016,GW030310.1.1,1,,,,,,,
191.323,10/1/2016,GW030310.1.1,1,,,,,,,
191.547,11/1/2016,GW030310.1.1,1,,,,,,,
191.387,12/1/2016,GW030310.1.1,1,,,,,,,
189.074,1/1/2017,GW030310.1.1,1,,,,,,,
186.459,2/1/2017,GW030310.1.1,1,,,,,,,
187.328,3/1/2017,GW030310.1.1,1,,,,,,,
189.326,4/1/2017,GW030310.1.1,1,,,,,,,
190.328,5/1/2017,GW030310.1.1,1,,,,,,,
190.873,6/1/2017,GW030310.1.1,1,,,,,,,
191.192,7/1/2017,GW030310.1.1,1,,,,,,,
191.438,8/1/2017,GW030310.1.1,1,,,,,,,
191.572,9/1/2017,GW030310.1.1,1,,,,,,,
187.983,10/1/2017,GW030310.1.1,1,,,,,,,
185.182,11/1/2017,GW030310.1.1,1,,,,,,,
185.483,12/1/2017,GW030310.1.1,1,,,,,,,
184.603,1/1/2018,GW030310.1.1,1,,,,,,,
184.571,2/1/2018,GW030310.1.1,1,,,,,,,
185.978,3/1/2018,GW030310.1.1,1,,,,,,,
188.232,4/1/2018,GW030310.1.1,1,,,,,,,
189.359,5/1/2018,GW030310.1.1,1,,,,,,,
190.003,6/1/2018,GW030310.1.1,1,,,,,,,
190.219,7/1/2018,GW030310.1.1,1,,,,,,,
190.213,8/1/2018,GW030310.1.1,1,,,,,,,
188.227,9/1/2018,GW030310.1.1,1,,,,,,,
184.392,10/1/2018,GW030310.1.1,1,,,,,,,
184.062,11/1/2018,GW030310.1.1,1,,,,,,,
184.96,12/1/2018,GW030310.1.1,1,,,,,,,
183.986,1/1/2019,GW030310.1.1,1,,,,,,,
182.918,2/1/2019,GW030310.1.1,1,,,,,,,
183.832,3/1/2019,GW030310.1.1,1,,,,,,,
186.371,4/1/2019,GW030310.1.1,1,,,,,,,
187.845,5/1/2019,GW030310.1.1,1,,,,,,,
188.773,6/1/2019,GW030310.1.1,1,,,,,,,
189.251,7/1/2019,GW030310.1.1,1,,,,,,,
189.007,8/1/2019,GW030310.1.1,1,,,,,,,
186.525,9/1/2019,GW030310.1.1,1,,,,,,,
183.564,10/1/2019,GW030310.1.1,1,,,,,,,
183.117,11/1/2019,GW030310.1.1,1,,,,,,,
182.951,12/1/2019,GW030310.1.1,1,,,,,,,
182.966,1/1/2020,GW030310.1.1,1,,,,,,,
183.672,2/1/2020,GW030310.1.1,1,,,,,,,
185.932,3/1/2020,GW030310.1.1,1,,,,,,,
187.492,4/1/2020,GW030310.1.1,1,,,,,,,
188.496,5/1/2020,GW030310.1.1,1,,,,,,,
189.182,6/1/2020,GW030310.1.1,1,,,,,,,
189.635,7/1/2020,GW030310.1.1,1,,,,,,,
188.385,8/1/2020,GW030310.1.1,1,,,,,,,
188.125,9/1/2020,GW030310.1.1,1,,,,,,,
188.088,10/1/2020,GW030310.1.1,1,,,,,,,
186.55,11/1/2020,GW030310.1.1,1,,,,,,,
184.581,12/1/2020,GW030310.1.1,1,,,,,,,
185.282,1/1/2021,GW030310.1.1,1,,,,,,,
184.19,2/1/2021,GW030310.1.1,1,,,,,,,
185.739,3/1/2021,GW030310.1.1,1,,,,,,,
187.854,4/1/2021,GW030310.1.1,1,,,,,,,
188.971,5/1/2021,GW030310.1.1,1,,,,,,,
189.664,6/1/2021,GW030310.1.1,1,,,,,,,
190.096,7/1/2021,GW030310.1.1,1,,,,,,,
190.365,8/1/2021,GW030310.1.1,1,,,,,,,
190.595,9/1/2021,GW030310.1.1,1,,,,,,,
190.821,10/1/2021,GW030310.1.1,1,,,,,,,
190.982,11/1/2021,GW030310.1.1,1,,,,,,,
191.167,12/1/2021,GW030310.1.1,1,,,,,,,
191.371,1/1/2022,GW030310.1.1,1,,,,,,,
191.455,2/1/2022,GW030310.1.1,1,,,,,,,
191.512,3/1/2022,GW030310.1.1,1,,,,,,,
191.592,4/1/2022,GW030310.1.1,1,,,,,,,
191.697,5/1/2022,GW030310.1.1,1,,,,,,,
190.173,3/1/2010,GW030310.1.2,1,,,,,,,
191.426,4/1/2010,GW030310.1.2,1,,,,,,,
192.291,5/1/2010,GW030310.1.2,1,,,,,,,
192.876,6/1/2010,GW030310.1.2,1,,,,,,,
193.231,7/1/2010,GW030310.1.2,1,,,,,,,
193.601,8/1/2010,GW030310.1.2,1,,,,,,,
193.907,9/1/2010,GW030310.1.2,1,,,,,,,
194.137,10/1/2010,GW030310.1.2,1,,,,,,,
194.334,11/1/2010,GW030310.1.2,1,,,,,,,
194.567,12/1/2010,GW030310.1.2,1,,,,,,,
194.701,1/1/2011,GW030310.1.2,1,,,,,,,
192.627,2/1/2011,GW030310.1.2,1,,,,,,,
191.957,3/1/2011,GW030310.1.2,1,,,,,,,
193.382,4/1/2011,GW030310.1.2,1,,,,,,,
194.026,5/1/2011,GW030310.1.2,1,,,,,,,
194.405,6/1/2011,GW030310.1.2,1,,,,,,,
194.594,7/1/2011,GW030310.1.2,1,,,,,,,
194.705,8/1/2011,GW030310.1.2,1,,,,,,,
194.678,9/1/2011,GW030310.1.2,1,,,,,,,
194.48,10/1/2011,GW030310.1.2,1,,,,,,,
192.928,11/1/2011,GW030310.1.2,1,,,,,,,
194.176,12/1/2011,GW030310.1.2,1,,,,,,,
194.785,1/1/2012,GW030310.1.2,1,,,,,,,
195.092,2/1/2012,GW030310.1.2,1,,,,,,,
195.34,3/1/2012,GW030310.1.2,1,,,,,,,
195.516,4/1/2012,GW030310.1.2,1,,,,,,,
195.665,5/1/2012,GW030310.1.2,1,,,,,,,
195.803,6/1/2012,GW030310.1.2,1,,,,,,,
195.881,7/1/2012,GW030310.1.2,1,,,,,,,
195.925,8/1/2012,GW030310.1.2,1,,,,,,,
195.988,9/1/2012,GW030310.1.2,1,,,,,,,
195.983,10/1/2012,GW030310.1.2,1,,,,,,,
195.438,11/1/2012,GW030310.1.2,1,,,,,,,
193.999,12/1/2012,GW030310.1.2,1,,,,,,,
191.755,1/1/2013,GW030310.1.2,1,,,,,,,
192.183,2/1/2013,GW030310.1.2,1,,,,,,,
193.35,3/1/2013,GW030310.1.2,1,,,,,,,
194.235,4/1/2013,GW030310.1.2,1,,,,,,,
194.837,5/1/2013,GW030310.1.2,1,,,,,,,
195.201,6/1/2013,GW030310.1.2,1,,,,,,,
195.426,7/1/2013,GW030310.1.2,1,,,,,,,
194.63,8/1/2013,GW030310.1.2,1,,,,,,,
194.315,9/1/2013,GW030310.1.2,1,,,,,,,
194.958,10/1/2013,GW030310.1.2,1,,,,,,,
194.721,11/1/2013,GW030310.1.2,1,,,,,,,
194.012,12/1/2013,GW030310.1.2,1,,,,,,,
190.78,1/1/2014,GW030310.1.2,1,,,,,,,
186.411,2/1/2014,GW030310.1.2,1,,,,,,,
190.136,3/1/2014,GW030310.1.2,1,,,,,,,
192.544,4/1/2014,GW030310.1.2,1,,,,,,,
193.724,5/1/2014,GW030310.1.2,1,,,,,,,
194.407,6/1/2014,GW030310.1.2,1,,,,,,,
194.768,7/1/2014,GW030310.1.2,1,,,,,,,
194.995,8/1/2014,GW030310.1.2,1,,,,,,,
195.088,9/1/2014,GW030310.1.2,1,,,,,,,
191.55,10/1/2014,GW030310.1.2,1,,,,,,,
182.16,11/1/2014,GW030310.1.2,1,,,,,,,
180.858,12/1/2014,GW030310.1.2,1,,,,,,,
180.916,1/1/2015,GW030310.1.2,1,,,,,,,
180.993,2/1/2015,GW030310.1.2,1,,,,,,,
185.357,3/1/2015,GW030310.1.2,1,,,,,,,
189.56,4/1/2015,GW030310.1.2,1,,,,,,,
191.588,5/1/2015,GW030310.1.2,1,,,,,,,
192.775,6/1/2015,GW030310.1.2,1,,,,,,,
193.513,7/1/2015,GW030310.1.2,1,,,,,,,
194.047,8/1/2015,GW030310.1.2,1,,,,,,,
192.966,9/1/2015,GW030310.1.2,1,,,,,,,
184.101,10/1/2015,GW030310.1.2,1,,,,,,,
183.943,11/1/2015,GW030310.1.2,1,,,,,,,
182.046,12/1/2015,GW030310.1.2,1,,,,,,,
180.99,1/1/2016,GW030310.1.2,1,,,,,,,
180.591,2/1/2016,GW030310.1.2,1,,,,,,,
183.824,3/1/2016,GW030310.1.2,1,,,,,,,
188.5,4/1/2016,GW030310.1.2,1,,,,,,,
190.268,5/1/2016,GW030310.1.2,1,,,,,,,
191.129,6/1/2016,GW030310.1.2,1,,,,,,,
192.146,7/1/2016,GW030310.1.2,1,,,,,,,
192.946,8/1/2016,GW030310.1.2,1,,,,,,,
193.573,9/1/2016,GW030310.1.2,1,,,,,,,
193.968,10/1/2016,GW030310.1.2,1,,,,,,,
194.258,11/1/2016,GW030310.1.2,1,,,,,,,
193.497,12/1/2016,GW030310.1.2,1,,,,,,,
188.998,1/1/2017,GW030310.1.2,1,,,,,,,
184.871,2/1/2017,GW030310.1.2,1,,,,,,,
187.728,3/1/2017,GW030310.1.2,1,,,,,,,
190.721,4/1/2017,GW030310.1.2,1,,,,,,,
192.189,5/1/2017,GW030310.1.2,1,,,,,,,
193.005,6/1/2017,GW030310.1.2,1,,,,,,,
193.535,7/1/2017,GW030310.1.2,1,,,,,,,
193.943,8/1/2017,GW030310.1.2,1,,,,,,,
194.042,9/1/2017,GW030310.1.2,1,,,,,,,
187.078,10/1/2017,GW030310.1.2,1,,,,,,,
183.42,11/1/2017,GW030310.1.2,1,,,,,,,
184.719,12/1/2017,GW030310.1.2,1,,,,,,,
182.829,1/1/2018,GW030310.1.2,1,,,,,,,
182.938,2/1/2018,GW030310.1.2,1,,,,,,,
185.941,3/1/2018,GW030310.1.2,1,,,,,,,
189.309,4/1/2018,GW030310.1.2,1,,,,,,,
190.992,5/1/2018,GW030310.1.2,1,,,,,,,
192.009,6/1/2018,GW030310.1.2,1,,,,,,,
192.145,7/1/2018,GW030310.1.2,1,,,,,,,
190.959,8/1/2018,GW030310.1.2,1,,,,,,,
186.427,9/1/2018,GW030310.1.2,1,,,,,,,
181.97,10/1/2018,GW030310.1.2,1,,,,,,,
181.578,11/1/2018,GW030310.1.2,1,,,,,,,
183.953,12/1/2018,GW030310.1.2,1,,,,,,,
181.072,1/1/2019,GW030310.1.2,1,,,,,,,
179.354,2/1/2019,GW030310.1.2,1,,,,,,,
181.975,3/1/2019,GW030310.1.2,1,,,,,,,
186.386,4/1/2019,GW030310.1.2,1,,,,,,,
188.779,5/1/2019,GW030310.1.2,1,,,,,,,
190.226,6/1/2019,GW030310.1.2,1,,,,,,,
190.578,7/1/2019,GW030310.1.2,1,,,,,,,
189.729,8/1/2019,GW030310.1.2,1,,,,,,,
184.553,9/1/2019,GW030310.1.2,1,,,,,,,
180.547,10/1/2019,GW030310.1.2,1,,,,,,,
179.907,11/1/2019,GW030310.1.2,1,,,,,,,
179.599,12/1/2019,GW030310.1.2,1,,,,,,,
179.594,1/1/2020,GW030310.1.2,1,,,,,,,
181.815,2/1/2020,GW030310.1.2,1,,,,,,,
186.35,3/1/2020,GW030310.1.2,1,,,,,,,
188.754,4/1/2020,GW030310.1.2,1,,,,,,,
190.227,5/1/2020,GW030310.1.2,1,,,,,,,
191.157,6/1/2020,GW030310.1.2,1,,,,,,,
191.769,7/1/2020,GW030310.1.2,1,,,,,,,
188.534,8/1/2020,GW030310.1.2,1,,,,,,,
189.74,9/1/2020,GW030310.1.2,1,,,,,,,
188.091,10/1/2020,GW030310.1.2,1,,,,,,,
185.727,11/1/2020,GW030310.1.2,1,,,,,,,
182.485,12/1/2020,GW030310.1.2,1,,,,,,,
184.1,1/1/2021,GW030310.1.2,1,,,,,,,
181.81,2/1/2021,GW030310.1.2,1,,,,,,,
186.249,3/1/2021,GW030310.1.2,1,,,,,,,
189.485,4/1/2021,GW030310.1.2,1,,,,,,,
191.016,5/1/2021,GW030310.1.2,1,,,,,,,
191.959,6/1/2021,GW030310.1.2,1,,,,,,,
192.538,7/1/2021,GW030310.1.2,1,,,,,,,
192.905,8/1/2021,GW030310.1.2,1,,,,,,,
193.215,9/1/2021,GW030310.1.2,1,,,,,,,
193.502,10/1/2021,GW030310.1.2,1,,,,,,,
193.714,11/1/2021,GW030310.1.2,1,,,,,,,
194.031,12/1/2021,GW030310.1.2,1,,,,,,,
194.255,1/1/2022,GW030310.1.2,1,,,,,,,
194.331,2/1/2022,GW030310.1.2,1,,,,,,,
194.36,3/1/2022,GW030310.1.2,1,,,,,,,
194.474,4/1/2022,GW030310.1.2,1,,,,,,,
194.689,5/1/2022,GW030310.1.2,1,,,,,,,
250.318,6/1/2010,GW030344.1.1,1,,,,,,,
250.385,7/1/2010,GW030344.1.1,1,,,,,,,
250.853,8/1/2010,GW030344.1.1,1,,,,,,,
251.029,9/1/2010,GW030344.1.1,1,,,,,,,
251.128,10/1/2010,GW030344.1.1,1,,,,,,,
251.311,11/1/2010,GW030344.1.1,1,,,,,,,
251.502,12/1/2010,GW030344.1.1,1,,,,,,,
250.529,1/1/2011,GW030344.1.1,1,,,,,,,
248.918,2/1/2011,GW030344.1.1,1,,,,,,,
249.648,3/1/2011,GW030344.1.1,1,,,,,,,
250.767,4/1/2011,GW030344.1.1,1,,,,,,,
251.147,5/1/2011,GW030344.1.1,1,,,,,,,
251.267,6/1/2011,GW030344.1.1,1,,,,,,,
251.386,7/1/2011,GW030344.1.1,1,,,,,,,
251.453,8/1/2011,GW030344.1.1,1,,,,,,,
251.275,9/1/2011,GW030344.1.1,1,,,,,,,
251.372,10/1/2011,GW030344.1.1,1,,,,,,,
251.519,11/1/2011,GW030344.1.1,1,,,,,,,
251.719,12/1/2011,GW030344.1.1,1,,,,,,,
250.89,1/1/2012,GW030344.1.1,1,,,,,,,
251.541,2/1/2012,GW030344.1.1,1,,,,,,,
251.578,3/1/2012,GW030344.1.1,1,,,,,,,
251.878,4/1/2012,GW030344.1.1,1,,,,,,,
252.009,5/1/2012,GW030344.1.1,1,,,,,,,
251.951,6/1/2012,GW030344.1.1,1,,,,,,,
252.113,7/1/2012,GW030344.1.1,1,,,,,,,
252.255,8/1/2012,GW030344.1.1,1,,,,,,,
252.294,9/1/2012,GW030344.1.1,1,,,,,,,
251.555,10/1/2012,GW030344.1.1,1,,,,,,,
251.353,11/1/2012,GW030344.1.1,1,,,,,,,
251.555,12/1/2012,GW030344.1.1,1,,,,,,,
251.121,1/1/2013,GW030344.1.1,1,,,,,,,
251.559,2/1/2013,GW030344.1.1,1,,,,,,,
251.888,3/1/2013,GW030344.1.1,1,,,,,,,
252.042,4/1/2013,GW030344.1.1,1,,,,,,,
252.143,5/1/2013,GW030344.1.1,1,,,,,,,
252.234,6/1/2013,GW030344.1.1,1,,,,,,,
252.307,7/1/2013,GW030344.1.1,1,,,,,,,
252.036,8/1/2013,GW030344.1.1,1,,,,,,,
251.835,9/1/2013,GW030344.1.1,1,,,,,,,
250.964,10/1/2013,GW030344.1.1,1,,,,,,,
251.132,11/1/2013,GW030344.1.1,1,,,,,,,
251.52,12/1/2013,GW030344.1.1,1,,,,,,,
250.705,1/1/2014,GW030344.1.1,1,,,,,,,
249.983,2/1/2014,GW030344.1.1,1,,,,,,,
250.778,3/1/2014,GW030344.1.1,1,,,,,,,
251.325,4/1/2014,GW030344.1.1,1,,,,,,,
251.557,5/1/2014,GW030344.1.1,1,,,,,,,
251.67,6/1/2014,GW030344.1.1,1,,,,,,,
251.799,7/1/2014,GW030344.1.1,1,,,,,,,
251.729,8/1/2014,GW030344.1.1,1,,,,,,,
251.831,9/1/2014,GW030344.1.1,1,,,,,,,
251.288,10/1/2014,GW030344.1.1,1,,,,,,,
250.932,11/1/2014,GW030344.1.1,1,,,,,,,
251.257,12/1/2014,GW030344.1.1,1,,,,,,,
250.616,1/1/2015,GW030344.1.1,1,,,,,,,
249.555,2/1/2015,GW030344.1.1,1,,,,,,,
250.013,3/1/2015,GW030344.1.1,1,,,,,,,
251.074,4/1/2015,GW030344.1.1,1,,,,,,,
251.349,5/1/2015,GW030344.1.1,1,,,,,,,
251.488,6/1/2015,GW030344.1.1,1,,,,,,,
251.586,7/1/2015,GW030344.1.1,1,,,,,,,
