WL,Date,Borehole,No of Covariates,,,,,,,
219.676,12/1/2020,GW030233.1.1,1,,,,,,,
219.832,1/1/2021,GW030233.1.1,1,,,,,,,
219.537,2/1/2021,GW030233.1.1,1,,,,,,,
219.634,3/1/2021,GW030233.1.1,1,,,,,,,
219.907,4/1/2021,GW030233.1.1,1,,,,,,,
220.055,5/1/2021,GW030233.1.1,1,,,,,,,
220.244,6/1/2021,GW030233.1.1,1,,,,,,,
220.531,7/1/2021,GW030233.1.1,1,,,,,,,
220.758,8/1/2021,GW030233.1.1,1,,,,,,,
220.916,9/1/2021,GW030233.1.1,1,,,,,,,
221.049,10/1/2021,GW030233.1.1,1,,,,,,,
221.048,11/1/2021,GW030233.1.1,1,,,,,,,
221.257,12/1/2021,GW030233.1.1,1,,,,,,,
220.693,1/1/2022,GW030233.1.1,1,,,,,,,
220.691,2/1/2022,GW030233.1.1,1,,,,,,,
220.947,3/1/2022,GW030233.1.1,1,,,,,,,
221.217,4/1/2022,GW030233.1.1,1,,,,,,,
221.406,5/1/2022,GW030233.1.1,1,,,,,,,
216.279,2/1/2010,GW030233.1.3,1,,,,,,,
217.27,3/1/2010,GW030233.1.3,1,,,,,,,
217.27,4/1/2010,GW030233.1.3,1,,,,,,,
217.27,5/1/2010,GW030233.1.3,1,,,,,,,
217.27,6/1/2010,GW030233.1.3,1,,,,,,,
217.27,7/1/2010,GW030233.1.3,1,,,,,,,
217.27,8/1/2010,GW030233.1.3,1,,,,,,,
217.265,9/1/2010,GW030233.1.3,1,,,,,,,
216.84,10/1/2010,GW030233.1.3,1,,,,,,,
217.27,11/1/2010,GW030233.1.3,1,,,,,,,
,12/1/2010,GW030233.1.3,1,,,,,,,
,1/1/2011,GW030233.1.3,1,,,,,,,
215.529,2/1/2011,GW030233.1.3,1,,,,,,,
216.998,3/1/2011,GW030233.1.3,1,,,,,,,
217.92,4/1/2011,GW030233.1.3,1,,,,,,,
218.481,5/1/2011,GW030233.1.3,1,,,,,,,
218.632,6/1/2011,GW030233.1.3,1,,,,,,,
218.489,7/1/2011,GW030233.1.3,1,,,,,,,
218.787,8/1/2011,GW030233.1.3,1,,,,,,,
218.916,9/1/2011,GW030233.1.3,1,,,,,,,
218.93,10/1/2011,GW030233.1.3,1,,,,,,,
217.333,11/1/2011,GW030233.1.3,1,,,,,,,
218.582,12/1/2011,GW030233.1.3,1,,,,,,,
217.861,1/1/2012,GW030233.1.3,1,,,,,,,
219.599,2/1/2012,GW030233.1.3,1,,,,,,,
220.118,3/1/2012,GW030233.1.3,1,,,,,,,
220.629,4/1/2012,GW030233.1.3,1,,,,,,,
220.717,5/1/2012,GW030233.1.3,1,,,,,,,
219.025,6/1/2012,GW030233.1.3,1,,,,,,,
220.444,7/1/2012,GW030233.1.3,1,,,,,,,
220.824,8/1/2012,GW030233.1.3,1,,,,,,,
220.83,9/1/2012,GW030233.1.3,1,,,,,,,
218.589,10/1/2012,GW030233.1.3,1,,,,,,,
218.114,11/1/2012,GW030233.1.3,1,,,,,,,
214.874,12/1/2012,GW030233.1.3,1,,,,,,,
213.654,1/1/2013,GW030233.1.3,1,,,,,,,
217.093,2/1/2013,GW030233.1.3,1,,,,,,,
218.918,3/1/2013,GW030233.1.3,1,,,,,,,
219.654,4/1/2013,GW030233.1.3,1,,,,,,,
219.946,5/1/2013,GW030233.1.3,1,,,,,,,
220.16,6/1/2013,GW030233.1.3,1,,,,,,,
220.351,7/1/2013,GW030233.1.3,1,,,,,,,
220.352,8/1/2013,GW030233.1.3,1,,,,,,,
220.281,9/1/2013,GW030233.1.3,1,,,,,,,
217.12,10/1/2013,GW030233.1.3,1,,,,,,,
217.595,11/1/2013,GW030233.1.3,1,,,,,,,
216.676,12/1/2013,GW030233.1.3,1,,,,,,,
213.448,1/1/2014,GW030233.1.3,1,,,,,,,
213.844,2/1/2014,GW030233.1.3,1,,,,,,,
217.109,3/1/2014,GW030233.1.3,1,,,,,,,
219.001,4/1/2014,GW030233.1.3,1,,,,,,,
219.799,5/1/2014,GW030233.1.3,1,,,,,,,
220.104,6/1/2014,GW030233.1.3,1,,,,,,,
220.049,7/1/2014,GW030233.1.3,1,,,,,,,
220.124,8/1/2014,GW030233.1.3,1,,,,,,,
219.514,9/1/2014,GW030233.1.3,1,,,,,,,
216.122,10/1/2014,GW030233.1.3,1,,,,,,,
215.325,11/1/2014,GW030233.1.3,1,,,,,,,
215.523,12/1/2014,GW030233.1.3,1,,,,,,,
214.528,1/1/2015,GW030233.1.3,1,,,,,,,
214.32,2/1/2015,GW030233.1.3,1,,,,,,,
216.532,3/1/2015,GW030233.1.3,1,,,,,,,
218.544,4/1/2015,GW030233.1.3,1,,,,,,,
218.978,5/1/2015,GW030233.1.3,1,,,,,,,
219.318,6/1/2015,GW030233.1.3,1,,,,,,,
219.57,7/1/2015,GW030233.1.3,1,,,,,,,
219.767,8/1/2015,GW030233.1.3,1,,,,,,,
219.913,9/1/2015,GW030233.1.3,1,,,,,,,
217.67,10/1/2015,GW030233.1.3,1,,,,,,,
218.031,11/1/2015,GW030233.1.3,1,,,,,,,
215.037,12/1/2015,GW030233.1.3,1,,,,,,,
214.807,1/1/2016,GW030233.1.3,1,,,,,,,
211.553,2/1/2016,GW030233.1.3,1,,,,,,,
215.098,3/1/2016,GW030233.1.3,1,,,,,,,
218.292,4/1/2016,GW030233.1.3,1,,,,,,,
218.693,5/1/2016,GW030233.1.3,1,,,,,,,
218.942,6/1/2016,GW030233.1.3,1,,,,,,,
219.129,7/1/2016,GW030233.1.3,1,,,,,,,
219.369,8/1/2016,GW030233.1.3,1,,,,,,,
219.724,9/1/2016,GW030233.1.3,1,,,,,,,
220.077,10/1/2016,GW030233.1.3,1,,,,,,,
216.739,11/1/2016,GW030233.1.3,1,,,,,,,
214.915,12/1/2016,GW030233.1.3,1,,,,,,,
210.748,1/1/2017,GW030233.1.3,1,,,,,,,
213.214,2/1/2017,GW030233.1.3,1,,,,,,,
215.816,3/1/2017,GW030233.1.3,1,,,,,,,
217.995,4/1/2017,GW030233.1.3,1,,,,,,,
218.576,5/1/2017,GW030233.1.3,1,,,,,,,
218.898,6/1/2017,GW030233.1.3,1,,,,,,,
219.173,7/1/2017,GW030233.1.3,1,,,,,,,
219.374,8/1/2017,GW030233.1.3,1,,,,,,,
218.628,9/1/2017,GW030233.1.3,1,,,,,,,
217.878,10/1/2017,GW030233.1.3,1,,,,,,,
214.462,11/1/2017,GW030233.1.3,1,,,,,,,
212.655,12/1/2017,GW030233.1.3,1,,,,,,,
209.427,1/1/2018,GW030233.1.3,1,,,,,,,
210.955,2/1/2018,GW030233.1.3,1,,,,,,,
217.043,3/1/2018,GW030233.1.3,1,,,,,,,
217.765,4/1/2018,GW030233.1.3,1,,,,,,,
218.112,5/1/2018,GW030233.1.3,1,,,,,,,
218.358,6/1/2018,GW030233.1.3,1,,,,,,,
218.491,7/1/2018,GW030233.1.3,1,,,,,,,
218.571,8/1/2018,GW030233.1.3,1,,,,,,,
217.337,9/1/2018,GW030233.1.3,1,,,,,,,
214.09,10/1/2018,GW030233.1.3,1,,,,,,,
216.219,11/1/2018,GW030233.1.3,1,,,,,,,
213.187,12/1/2018,GW030233.1.3,1,,,,,,,
208.667,1/1/2019,GW030233.1.3,1,,,,,,,
211.121,2/1/2019,GW030233.1.3,1,,,,,,,
216.262,3/1/2019,GW030233.1.3,1,,,,,,,
216.905,4/1/2019,GW030233.1.3,1,,,,,,,
217.292,5/1/2019,GW030233.1.3,1,,,,,,,
217.567,6/1/2019,GW030233.1.3,1,,,,,,,
217.776,7/1/2019,GW030233.1.3,1,,,,,,,
217.937,8/1/2019,GW030233.1.3,1,,,,,,,
217.129,9/1/2019,GW030233.1.3,1,,,,,,,
214.497,10/1/2019,GW030233.1.3,1,,,,,,,
214.352,11/1/2019,GW030233.1.3,1,,,,,,,
211.756,12/1/2019,GW030233.1.3,1,,,,,,,
212.006,1/1/2020,GW030233.1.3,1,,,,,,,
215.311,2/1/2020,GW030233.1.3,1,,,,,,,
217,3/1/2020,GW030233.1.3,1,,,,,,,
217.397,4/1/2020,GW030233.1.3,1,,,,,,,
217.671,5/1/2020,GW030233.1.3,1,,,,,,,
217.911,6/1/2020,GW030233.1.3,1,,,,,,,
218.07,7/1/2020,GW030233.1.3,1,,,,,,,
218.204,8/1/2020,GW030233.1.3,1,,,,,,,
217.872,9/1/2020,GW030233.1.3,1,,,,,,,
217.57,10/1/2020,GW030233.1.3,1,,,,,,,
215.971,11/1/2020,GW030233.1.3,1,,,,,,,
217.437,12/1/2020,GW030233.1.3,1,,,,,,,
216.566,1/1/2021,GW030233.1.3,1,,,,,,,
215.906,2/1/2021,GW030233.1.3,1,,,,,,,
217.553,3/1/2021,GW030233.1.3,1,,,,,,,
218.06,4/1/2021,GW030233.1.3,1,,,,,,,
218.286,5/1/2021,GW030233.1.3,1,,,,,,,
218.496,6/1/2021,GW030233.1.3,1,,,,,,,
218.787,7/1/2021,GW030233.1.3,1,,,,,,,
219.062,8/1/2021,GW030233.1.3,1,,,,,,,
219.22,9/1/2021,GW030233.1.3,1,,,,,,,
219.321,10/1/2021,GW030233.1.3,1,,,,,,,
218.896,11/1/2021,GW030233.1.3,1,,,,,,,
218.493,12/1/2021,GW030233.1.3,1,,,,,,,
214.967,1/1/2022,GW030233.1.3,1,,,,,,,
216.77,2/1/2022,GW030233.1.3,1,,,,,,,
219.243,3/1/2022,GW030233.1.3,1,,,,,,,
219.679,4/1/2022,GW030233.1.3,1,,,,,,,
219.846,5/1/2022,GW030233.1.3,1,,,,,,,
265.346,2/1/2010,GW030306.1.1,1,,,,,,,
,3/1/2010,GW030306.1.1,1,,,,,,,
265.728,4/1/2010,GW030306.1.1,1,,,,,,,
266.06,5/1/2010,GW030306.1.1,1,,,,,,,
266.293,6/1/2010,GW030306.1.1,1,,,,,,,
266.34,7/1/2010,GW030306.1.1,1,,,,,,,
267.165,8/1/2010,GW030306.1.1,1,,,,,,,
267.753,9/1/2010,GW030306.1.1,1,,,,,,,
267.953,10/1/2010,GW030306.1.1,1,,,,,,,
267.852,11/1/2010,GW030306.1.1,1,,,,,,,
268.781,12/1/2010,GW030306.1.1,1,,,,,,,
268.797,1/1/2011,GW030306.1.1,1,,,,,,,
267.8,2/1/2011,GW030306.1.1,1,,,,,,,
267.317,3/1/2011,GW030306.1.1,1,,,,,,,
267.443,4/1/2011,GW030306.1.1,1,,,,,,,
267.724,5/1/2011,GW030306.1.1,1,,,,,,,
267.699,6/1/2011,GW030306.1.1,1,,,,,,,
268.063,7/1/2011,GW030306.1.1,1,,,,,,,
268.132,8/1/2011,GW030306.1.1,1,,,,,,,
268.211,9/1/2011,GW030306.1.1,1,,,,,,,
268.189,10/1/2011,GW030306.1.1,1,,,,,,,
268.356,11/1/2011,GW030306.1.1,1,,,,,,,
269.468,12/1/2011,GW030306.1.1,1,,,,,,,
269.114,1/1/2012,GW030306.1.1,1,,,,,,,
269.867,2/1/2012,GW030306.1.1,1,,,,,,,
269.602,3/1/2012,GW030306.1.1,1,,,,,,,
269.438,4/1/2012,GW030306.1.1,1,,,,,,,
269.467,5/1/2012,GW030306.1.1,1,,,,,,,
269.544,6/1/2012,GW030306.1.1,1,,,,,,,
269.513,7/1/2012,GW030306.1.1,1,,,,,,,
269.674,8/1/2012,GW030306.1.1,1,,,,,,,
269.595,9/1/2012,GW030306.1.1,1,,,,,,,
269.247,10/1/2012,GW030306.1.1,1,,,,,,,
268.929,11/1/2012,GW030306.1.1,1,,,,,,,
268.656,12/1/2012,GW030306.1.1,1,,,,,,,
268.533,1/1/2013,GW030306.1.1,1,,,,,,,
268.501,2/1/2013,GW030306.1.1,1,,,,,,,
268.64,3/1/2013,GW030306.1.1,1,,,,,,,
268.654,4/1/2013,GW030306.1.1,1,,,,,,,
268.702,5/1/2013,GW030306.1.1,1,,,,,,,
268.834,6/1/2013,GW030306.1.1,1,,,,,,,
268.984,7/1/2013,GW030306.1.1,1,,,,,,,
268.884,8/1/2013,GW030306.1.1,1,,,,,,,
268.348,9/1/2013,GW030306.1.1,1,,,,,,,
267.667,10/1/2013,GW030306.1.1,1,,,,,,,
267.024,11/1/2013,GW030306.1.1,1,,,,,,,
266.893,12/1/2013,GW030306.1.1,1,,,,,,,
266.509,1/1/2014,GW030306.1.1,1,,,,,,,
266.254,2/1/2014,GW030306.1.1,1,,,,,,,
265.956,3/1/2014,GW030306.1.1,1,,,,,,,
265.975,4/1/2014,GW030306.1.1,1,,,,,,,
266.257,5/1/2014,GW030306.1.1,1,,,,,,,
266.58,6/1/2014,GW030306.1.1,1,,,,,,,
266.758,7/1/2014,GW030306.1.1,1,,,,,,,
266.688,8/1/2014,GW030306.1.1,1,,,,,,,
266.621,9/1/2014,GW030306.1.1,1,,,,,,,
266.176,10/1/2014,GW030306.1.1,1,,,,,,,
265.435,11/1/2014,GW030306.1.1,1,,,,,,,
265.106,12/1/2014,GW030306.1.1,1,,,,,,,
265.175,1/1/2015,GW030306.1.1,1,,,,,,,
265.111,2/1/2015,GW030306.1.1,1,,,,,,,
264.802,3/1/2015,GW030306.1.1,1,,,,,,,
264.826,4/1/2015,GW030306.1.1,1,,,,,,,
265.2,5/1/2015,GW030306.1.1,1,,,,,,,
265.694,6/1/2015,GW030306.1.1,1,,,,,,,
266.168,7/1/2015,GW030306.1.1,1,,,,,,,
266.574,8/1/2015,GW030306.1.1,1,,,,,,,
266.5,9/1/2015,GW030306.1.1,1,,,,,,,
265.715,10/1/2015,GW030306.1.1,1,,,,,,,
265.236,11/1/2015,GW030306.1.1,1,,,,,,,
265.155,12/1/2015,GW030306.1.1,1,,,,,,,
264.899,1/1/2016,GW030306.1.1,1,,,,,,,
264.729,2/1/2016,GW030306.1.1,1,,,,,,,
264.41,3/1/2016,GW030306.1.1,1,,,,,,,
264.404,4/1/2016,GW030306.1.1,1,,,,,,,
264.598,5/1/2016,GW030306.1.1,1,,,,,,,
264.941,6/1/2016,GW030306.1.1,1,,,,,,,
265.53,7/1/2016,GW030306.1.1,1,,,,,,,
266.168,8/1/2016,GW030306.1.1,1,,,,,,,
266.876,9/1/2016,GW030306.1.1,1,,,,,,,
267.561,10/1/2016,GW030306.1.1,1,,,,,,,
267.776,11/1/2016,GW030306.1.1,1,,,,,,,
267.689,12/1/2016,GW030306.1.1,1,,,,,,,
267.433,1/1/2017,GW030306.1.1,1,,,,,,,
267.071,2/1/2017,GW030306.1.1,1,,,,,,,
266.786,3/1/2017,GW030306.1.1,1,,,,,,,
266.918,4/1/2017,GW030306.1.1,1,,,,,,,
267.141,5/1/2017,GW030306.1.1,1,,,,,,,
267.413,6/1/2017,GW030306.1.1,1,,,,,,,
267.708,7/1/2017,GW030306.1.1,1,,,,,,,
267.846,8/1/2017,GW030306.1.1,1,,,,,,,
267.395,9/1/2017,GW030306.1.1,1,,,,,,,
266.498,10/1/2017,GW030306.1.1,1,,,,,,,
266.221,11/1/2017,GW030306.1.1,1,,,,,,,
266.132,12/1/2017,GW030306.1.1,1,,,,,,,
265.829,1/1/2018,GW030306.1.1,1,,,,,,,
265.466,2/1/2018,GW030306.1.1,1,,,,,,,
265.231,3/1/2018,GW030306.1.1,1,,,,,,,
265.091,4/1/2018,GW030306.1.1,1,,,,,,,
265.062,5/1/2018,GW030306.1.1,1,,,,,,,
265.09,6/1/2018,GW030306.1.1,1,,,,,,,
265.205,7/1/2018,GW030306.1.1,1,,,,,,,
265.195,8/1/2018,GW030306.1.1,1,,,,,,,
265.159,9/1/2018,GW030306.1.1,1,,,,,,,
264.864,10/1/2018,GW030306.1.1,1,,,,,,,
264.742,11/1/2018,GW030306.1.1,1,,,,,,,
264.853,12/1/2018,GW030306.1.1,1,,,,,,,
264.446,1/1/2019,GW030306.1.1,1,,,,,,,
263.94,2/1/2019,GW030306.1.1,1,,,,,,,
263.576,3/1/2019,GW030306.1.1,1,,,,,,,
263.588,4/1/2019,GW030306.1.1,1,,,,,,,
263.914,5/1/2019,GW030306.1.1,1,,,,,,,
264.213,6/1/2019,GW030306.1.1,1,,,,,,,
264.134,7/1/2019,GW030306.1.1,1,,,,,,,
263.922,8/1/2019,GW030306.1.1,1,,,,,,,
263.564,9/1/2019,GW030306.1.1,1,,,,,,,
263.216,10/1/2019,GW030306.1.1,1,,,,,,,
262.9,11/1/2019,GW030306.1.1,1,,,,,,,
262.677,12/1/2019,GW030306.1.1,1,,,,,,,
262.488,1/1/2020,GW030306.1.1,1,,,,,,,
262.881,2/1/2020,GW030306.1.1,1,,,,,,,
264.286,3/1/2020,GW030306.1.1,1,,,,,,,
265.083,4/1/2020,GW030306.1.1,1,,,,,,,
265.668,5/1/2020,GW030306.1.1,1,,,,,,,
266.173,6/1/2020,GW030306.1.1,1,,,,,,,
266.667,7/1/2020,GW030306.1.1,1,,,,,,,
267.268,8/1/2020,GW030306.1.1,1,,,,,,,
267.553,9/1/2020,GW030306.1.1,1,,,,,,,
267.64,10/1/2020,GW030306.1.1,1,,,,,,,
267.865,11/1/2020,GW030306.1.1,1,,,,,,,
268.006,12/1/2020,GW030306.1.1,1,,,,,,,
268.627,1/1/2021,GW030306.1.1,1,,,,,,,
268.788,2/1/2021,GW030306.1.1,1,,,,,,,
269.019,3/1/2021,GW030306.1.1,1,,,,,,,
269.38,4/1/2021,GW030306.1.1,1,,,,,,,
269.317,5/1/2021,GW030306.1.1,1,,,,,,,
269.506,6/1/2021,GW030306.1.1,1,,,,,,,
269.861,7/1/2021,GW030306.1.1,1,,,,,,,
270.132,8/1/2021,GW030306.1.1,1,,,,,,,
270.182,9/1/2021,GW030306.1.1,1,,,,,,,
270.118,10/1/2021,GW030306.1.1,1,,,,,,,
270.655,11/1/2021,GW030306.1.1,1,,,,,,,
271.307,12/1/2021,GW030306.1.1,1,,,,,,,
270.599,1/1/2022,GW030306.1.1,1,,,,,,,
270.274,2/1/2022,GW030306.1.1,1,,,,,,,
270.324,3/1/2022,GW030306.1.1,1,,,,,,,
270.441,4/1/2022,GW030306.1.1,1,,,,,,,
270.436,5/1/2022,GW030306.1.1,1,,,,,,,
264.728,6/1/2010,GW030306.2.2,1,,,,,,,
264.55,7/1/2010,GW030306.2.2,1,,,,,,,
265.798,8/1/2010,GW030306.2.2,1,,,,,,,
266.498,9/1/2010,GW030306.2.2,1,,,,,,,
266.58,10/1/2010,GW030306.2.2,1,,,,,,,
265.634,11/1/2010,GW030306.2.2,1,,,,,,,
267.295,12/1/2010,GW030306.2.2,1,,,,,,,
266.545,1/1/2011,GW030306.2.2,1,,,,,,,
263.895,2/1/2011,GW030306.2.2,1,,,,,,,
263.812,3/1/2011,GW030306.2.2,1,,,,,,,
265.465,4/1/2011,GW030306.2.2,1,,,,,,,
266.089,5/1/2011,GW030306.2.2,1,,,,,,,
265.359,6/1/2011,GW030306.2.2,1,,,,,,,
266.07,7/1/2011,GW030306.2.2,1,,,,,,,
266.46,8/1/2011,GW030306.2.2,1,,,,,,,
266.336,9/1/2011,GW030306.2.2,1,,,,,,,
266.076,10/1/2011,GW030306.2.2,1,,,,,,,
266.457,11/1/2011,GW030306.2.2,1,,,,,,,
267.842,12/1/2011,GW030306.2.2,1,,,,,,,
266.582,1/1/2012,GW030306.2.2,1,,,,,,,
267.642,2/1/2012,GW030306.2.2,1,,,,,,,
267.696,3/1/2012,GW030306.2.2,1,,,,,,,
267.98,4/1/2012,GW030306.2.2,1,,,,,,,
268.337,5/1/2012,GW030306.2.2,1,,,,,,,
268.41,6/1/2012,GW030306.2.2,1,,,,,,,
267.463,7/1/2012,GW030306.2.2,1,,,,,,,
268.428,8/1/2012,GW030306.2.2,1,,,,,,,
268.201,9/1/2012,GW030306.2.2,1,,,,,,,
266.181,10/1/2012,GW030306.2.2,1,,,,,,,
265.748,11/1/2012,GW030306.2.2,1,,,,,,,
264.417,12/1/2012,GW030306.2.2,1,,,,,,,
263.995,1/1/2013,GW030306.2.2,1,,,,,,,
264.528,2/1/2013,GW030306.2.2,1,,,,,,,
266.022,3/1/2013,GW030306.2.2,1,,,,,,,
266.918,4/1/2013,GW030306.2.2,1,,,,,,,
267.339,5/1/2013,GW030306.2.2,1,,,,,,,
267.598,6/1/2013,GW030306.2.2,1,,,,,,,
267.956,7/1/2013,GW030306.2.2,1,,,,,,,
267.067,8/1/2013,GW030306.2.2,1,,,,,,,
264.701,9/1/2013,GW030306.2.2,1,,,,,,,
262.927,10/1/2013,GW030306.2.2,1,,,,,,,
262.331,11/1/2013,GW030306.2.2,1,,,,,,,
262.883,12/1/2013,GW030306.2.2,1,,,,,,,
260.997,1/1/2014,GW030306.2.2,1,,,,,,,
260.312,2/1/2014,GW030306.2.2,1,,,,,,,
261.032,3/1/2014,GW030306.2.2,1,,,,,,,
263.213,4/1/2014,GW030306.2.2,1,,,,,,,
264.536,5/1/2014,GW030306.2.2,1,,,,,,,
264.942,6/1/2014,GW030306.2.2,1,,,,,,,
265.21,7/1/2014,GW030306.2.2,1,,,,,,,
264.477,8/1/2014,GW030306.2.2,1,,,,,,,
264.183,9/1/2014,GW030306.2.2,1,,,,,,,
262.322,10/1/2014,GW030306.2.2,1,,,,,,,
260.777,11/1/2014,GW030306.2.2,1,,,,,,,
260.312,12/1/2014,GW030306.2.2,1,,,,,,,
261.347,1/1/2015,GW030306.2.2,1,,,,,,,
260.835,2/1/2015,GW030306.2.2,1,,,,,,,
260.687,3/1/2015,GW030306.2.2,1,,,,,,,
262.603,4/1/2015,GW030306.2.2,1,,,,,,,
263.8,5/1/2015,GW030306.2.2,1,,,,,,,
264.534,6/1/2015,GW030306.2.2,1,,,,,,,
265.029,7/1/2015,GW030306.2.2,1,,,,,,,
265.304,8/1/2015,GW030306.2.2,1,,,,,,,
264.364,9/1/2015,GW030306.2.2,1,,,,,,,
261.809,10/1/2015,GW030306.2.2,1,,,,,,,
262.361,11/1/2015,GW030306.2.2,1,,,,,,,
262.405,12/1/2015,GW030306.2.2,1,,,,,,,
261.247,1/1/2016,GW030306.2.2,1,,,,,,,
260.679,2/1/2016,GW030306.2.2,1,,,,,,,
260.094,3/1/2016,GW030306.2.2,1,,,,,,,
261.868,4/1/2016,GW030306.2.2,1,,,,,,,
263.114,5/1/2016,GW030306.2.2,1,,,,,,,
263.773,6/1/2016,GW030306.2.2,1,,,,,,,
264.547,7/1/2016,GW030306.2.2,1,,,,,,,
265.188,8/1/2016,GW030306.2.2,1,,,,,,,
265.887,9/1/2016,GW030306.2.2,1,,,,,,,
266.425,10/1/2016,GW030306.2.2,1,,,,,,,
266.452,11/1/2016,GW030306.2.2,1,,,,,,,
265.963,12/1/2016,GW030306.2.2,1,,,,,,,
264.396,1/1/2017,GW030306.2.2,1,,,,,,,
263.384,2/1/2017,GW030306.2.2,1,,,,,,,
263.568,3/1/2017,GW030306.2.2,1,,,,,,,
265.246,4/1/2017,GW030306.2.2,1,,,,,,,
265.961,5/1/2017,GW030306.2.2,1,,,,,,,
266.406,6/1/2017,GW030306.2.2,1,,,,,,,
266.766,7/1/2017,GW030306.2.2,1,,,,,,,
266.85,8/1/2017,GW030306.2.2,1,,,,,,,
264.95,9/1/2017,GW030306.2.2,1,,,,,,,
262.827,10/1/2017,GW030306.2.2,1,,,,,,,
263.433,11/1/2017,GW030306.2.2,1,,,,,,,
263.281,12/1/2017,GW030306.2.2,1,,,,,,,
261.334,1/1/2018,GW030306.2.2,1,,,,,,,
260.15,2/1/2018,GW030306.2.2,1,,,,,,,
262.209,3/1/2018,GW030306.2.2,1,,,,,,,
263.102,4/1/2018,GW030306.2.2,1,,,,,,,
263.118,5/1/2018,GW030306.2.2,1,,,,,,,
263.275,6/1/2018,GW030306.2.2,1,,,,,,,
263.518,7/1/2018,GW030306.2.2,1,,,,,,,
263.625,8/1/2018,GW030306.2.2,1,,,,,,,
263.393,9/1/2018,GW030306.2.2,1,,,,,,,
262.058,10/1/2018,GW030306.2.2,1,,,,,,,
261.455,11/1/2018,GW030306.2.2,1,,,,,,,
261.789,12/1/2018,GW030306.2.2,1,,,,,,,
260.183,1/1/2019,GW030306.2.2,1,,,,,,,
259.185,2/1/2019,GW030306.2.2,1,,,,,,,
260.137,3/1/2019,GW030306.2.2,1,,,,,,,
261.433,4/1/2019,GW030306.2.2,1,,,,,,,
262.325,5/1/2019,GW030306.2.2,1,,,,,,,
262.913,6/1/2019,GW030306.2.2,1,,,,,,,
263.009,7/1/2019,GW030306.2.2,1,,,,,,,
262.267,8/1/2019,GW030306.2.2,1,,,,,,,
261.466,9/1/2019,GW030306.2.2,1,,,,,,,
261.042,10/1/2019,GW030306.2.2,1,,,,,,,
260.944,11/1/2019,GW030306.2.2,1,,,,,,,
261.193,12/1/2019,GW030306.2.2,1,,,,,,,
260.85,1/1/2020,GW030306.2.2,1,,,,,,,
261.374,2/1/2020,GW030306.2.2,1,,,,,,,
262.827,3/1/2020,GW030306.2.2,1,,,,,,,
263.745,4/1/2020,GW030306.2.2,1,,,,,,,
264.33,5/1/2020,GW030306.2.2,1,,,,,,,
264.71,6/1/2020,GW030306.2.2,1,,,,,,,
265.081,7/1/2020,GW030306.2.2,1,,,,,,,
265.716,8/1/2020,GW030306.2.2,1,,,,,,,
265.365,9/1/2020,GW030306.2.2,1,,,,,,,
265.331,10/1/2020,GW030306.2.2,1,,,,,,,
265.868,11/1/2020,GW030306.2.2,1,,,,,,,
266.177,12/1/2020,GW030306.2.2,1,,,,,,,
266.914,1/1/2021,GW030306.2.2,1,,,,,,,
266.925,2/1/2021,GW030306.2.2,1,,,,,,,
267.253,3/1/2021,GW030306.2.2,1,,,,,,,
267.585,4/1/2021,GW030306.2.2,1,,,,,,,
267.58,5/1/2021,GW030306.2.2,1,,,,,,,
267.896,6/1/2021,GW030306.2.2,1,,,,,,,
268.393,7/1/2021,GW030306.2.2,1,,,,,,,
268.526,8/1/2021,GW030306.2.2,1,,,,,,,
268.415,9/1/2021,GW030306.2.2,1,,,,,,,
268.428,10/1/2021,GW030306.2.2,1,,,,,,,
269.087,11/1/2021,GW030306.2.2,1,,,,,,,
269.842,12/1/2021,GW030306.2.2,1,,,,,,,
268.4,1/1/2022,GW030306.2.2,1,,,,,,,
267.586,2/1/2022,GW030306.2.2,1,,,,,,,
268.415,3/1/2022,GW030306.2.2,1,,,,,,,
269.036,4/1/2022,GW030306.2.2,1,,,,,,,
269.133,5/1/2022,GW030306.2.2,1,,,,,,,
253.936,1/1/2010,GW030306.3.3,1,,,,,,,
253.651,2/1/2010,GW030306.3.3,1,,,,,,,
255.31,3/1/2010,GW030306.3.3,1,,,,,,,
259.426,4/1/2010,GW030306.3.3,1,,,,,,,
261.507,5/1/2010,GW030306.3.3,1,,,,,,,
260.815,6/1/2010,GW030306.3.3,1,,,,,,,
259.999,7/1/2010,GW030306.3.3,1,,,,,,,
262.51,8/1/2010,GW030306.3.3,1,,,,,,,
263.649,9/1/2010,GW030306.3.3,1,,,,,,,
263.527,10/1/2010,GW030306.3.3,1,,,,,,,
260.995,11/1/2010,GW030306.3.3,1,,,,,,,
260.981,12/1/2010,GW030306.3.3,1,,,,,,,
260.909,1/1/2011,GW030306.3.3,1,,,,,,,
260.246,2/1/2011,GW030306.3.3,1,,,,,,,
259.411,3/1/2011,GW030306.3.3,1,,,,,,,
260.253,4/1/2011,GW030306.3.3,1,,,,,,,
262.203,5/1/2011,GW030306.3.3,1,,,,,,,
259.539,6/1/2011,GW030306.3.3,1,,,,,,,
261.324,7/1/2011,GW030306.3.3,1,,,,,,,
262.714,8/1/2011,GW030306.3.3,1,,,,,,,
262.172,9/1/2011,GW030306.3.3,1,,,,,,,
261.183,10/1/2011,GW030306.3.3,1,,,,,,,
262.289,11/1/2011,GW030306.3.3,1,,,,,,,
264.403,12/1/2011,GW030306.3.3,1,,,,,,,
