WaterLevel,Date
298.981,5/14/2014
298.98,5/15/2014
298.977,5/16/2014
298.974,5/17/2014
298.975,5/18/2014
298.977,5/19/2014
298.98,5/20/2014
298.98,5/21/2014
298.981,5/22/2014
298.986,5/23/2014
298.989,5/24/2014
298.985,5/25/2014
298.979,5/26/2014
298.985,5/27/2014
298.989,5/28/2014
298.98,5/29/2014
298.976,5/30/2014
298.977,5/31/2014
298.984,6/1/2014
298.995,6/2/2014
298.994,6/3/2014
298.988,6/4/2014
298.986,6/5/2014
298.985,6/6/2014
298.983,6/7/2014
298.983,6/8/2014
298.981,6/9/2014
293.702,6/10/2014
295.862,6/11/2014
297.036,6/12/2014
297.432,6/13/2014
297.651,6/14/2014
297.765,6/15/2014
297.839,6/16/2014
297.913,6/17/2014
297.987,6/18/2014
298.06,6/19/2014
298.134,6/20/2014
298.193,6/21/2014
298.239,6/22/2014
298.28,6/23/2014
298.317,6/24/2014
298.349,6/25/2014
298.385,6/26/2014
298.419,6/27/2014
298.441,6/28/2014
298.458,6/29/2014
298.476,6/30/2014
298.493,7/1/2014
298.51,7/2/2014
298.528,7/3/2014
298.545,7/4/2014
298.569,7/5/2014
298.619,7/6/2014
298.67,7/7/2014
298.722,7/8/2014
298.777,7/9/2014
298.798,7/10/2014
298.79,7/11/2014
298.792,7/12/2014
298.793,7/13/2014
298.792,7/14/2014
298.806,7/15/2014
298.824,7/16/2014
298.83,7/17/2014
298.838,7/18/2014
298.831,7/19/2014
298.831,7/20/2014
298.836,7/21/2014
298.843,7/22/2014
298.846,7/23/2014
298.852,7/24/2014
298.852,7/25/2014
298.86,7/26/2014
298.871,7/27/2014
298.877,7/28/2014
298.883,7/29/2014
298.887,7/30/2014
298.896,7/31/2014
298.777,8/1/2014
298.804,8/2/2014
298.839,8/3/2014
298.854,8/4/2014
298.863,8/5/2014
298.87,8/6/2014
298.88,8/7/2014
298.884,8/8/2014
298.887,8/9/2014
298.897,8/10/2014
298.903,8/11/2014
299.015,8/12/2014
298.98,8/13/2014
298.93,8/14/2014
298.923,8/15/2014
298.933,8/16/2014
298.957,8/17/2014
298.968,8/18/2014
298.96,8/19/2014
298.949,8/20/2014
298.942,8/21/2014
298.937,8/22/2014
298.935,8/23/2014
298.935,8/24/2014
298.94,8/25/2014
298.946,8/26/2014
298.955,8/27/2014
298.956,8/28/2014
298.954,8/29/2014
298.957,8/30/2014
298.962,8/31/2014
298.967,9/1/2014
298.976,9/2/2014
298.971,9/3/2014
298.967,9/4/2014
298.96,9/5/2014
298.949,9/6/2014
298.944,9/7/2014
298.946,9/8/2014
298.956,9/9/2014
298.967,9/10/2014
298.958,9/11/2014
276.335,9/12/2014
286.841,9/13/2014
293.783,9/14/2014
295.39,9/15/2014
296.301,9/16/2014
296.882,9/17/2014
297.257,9/18/2014
297.48,9/19/2014
297.585,9/20/2014
297.644,9/21/2014
297.692,9/22/2014
297.746,9/23/2014
297.807,9/24/2014
297.875,9/25/2014
297.921,9/26/2014
297.955,9/27/2014
298,9/28/2014
298.071,9/29/2014
298.132,9/30/2014
298.185,10/1/2014
298.198,10/2/2014
298.22,10/3/2014
298.256,10/4/2014
298.29,10/5/2014
298.316,10/6/2014
298.345,10/7/2014
298.366,10/8/2014
298.328,10/9/2014
298.324,10/10/2014
298.349,10/11/2014
298.375,10/12/2014
298.416,10/13/2014
298.436,10/14/2014
298.428,10/15/2014
298.36,10/16/2014
298.343,10/17/2014
298.344,10/18/2014
298.326,10/19/2014
298.347,10/20/2014
298.376,10/21/2014
298.405,10/22/2014
298.433,10/23/2014
298.441,10/24/2014
298.452,10/25/2014
298.464,10/26/2014
298.471,10/27/2014
298.469,10/28/2014
298.466,10/29/2014
298.469,10/30/2014
298.474,10/31/2014
298.483,11/1/2014
298.468,11/2/2014
298.459,11/3/2014
298.46,11/4/2014
298.469,11/5/2014
298.478,11/6/2014
298.469,11/7/2014
298.467,11/8/2014
298.473,11/9/2014
298.475,11/10/2014
298.488,11/11/2014
298.493,11/12/2014
298.496,11/13/2014
298.499,11/14/2014
298.508,11/15/2014
298.508,11/16/2014
298.501,11/17/2014
298.504,11/18/2014
298.504,11/19/2014
298.511,11/20/2014
298.518,11/21/2014
298.514,11/22/2014
298.513,11/23/2014
298.517,11/24/2014
298.515,11/25/2014
298.511,11/26/2014
298.509,11/27/2014
298.505,11/28/2014
298.505,11/29/2014
298.509,11/30/2014
298.515,12/1/2014
298.515,12/2/2014
298.511,12/3/2014
298.512,12/4/2014
298.531,12/5/2014
298.548,12/6/2014
298.565,12/7/2014
298.563,12/8/2014
298.553,12/9/2014
298.554,12/10/2014
298.565,12/11/2014
298.556,12/12/2014
298.549,12/13/2014
298.549,12/14/2014
298.549,12/15/2014
298.552,12/16/2014
298.553,12/17/2014
298.546,12/18/2014
298.534,12/19/2014
298.525,12/20/2014
298.522,12/21/2014
298.521,12/22/2014
298.524,12/23/2014
298.531,12/24/2014
298.535,12/25/2014
298.541,12/26/2014
298.531,12/27/2014
298.534,12/28/2014
298.548,12/29/2014
298.551,12/30/2014
298.543,12/31/2014
298.54,1/1/2015
298.552,1/2/2015
298.559,1/3/2015
298.56,1/4/2015
298.559,1/5/2015
298.557,1/6/2015
298.557,1/7/2015
298.561,1/8/2015
298.567,1/9/2015
298.566,1/10/2015
298.566,1/11/2015
298.561,1/12/2015
298.562,1/13/2015
298.577,1/14/2015
298.591,1/15/2015
298.589,1/16/2015
298.587,1/17/2015
298.554,1/18/2015
298.536,1/19/2015
298.531,1/20/2015
298.529,1/21/2015
285.78,1/22/2015
293.763,1/23/2015
296.166,1/24/2015
296.892,1/25/2015
297.245,1/26/2015
297.468,1/27/2015
297.621,1/28/2015
297.722,1/29/2015
297.795,1/30/2015
297.855,1/31/2015
297.899,2/1/2015
297.93,2/2/2015
297.944,2/3/2015
297.962,2/4/2015
297.97,2/5/2015
297.979,2/6/2015
297.991,2/7/2015
297.998,2/8/2015
298.007,2/9/2015
298.014,2/10/2015
298.023,2/11/2015
298.034,2/12/2015
298.045,2/13/2015
298.053,2/14/2015
298.067,2/15/2015
298.078,2/16/2015
298.082,2/17/2015
298.084,2/18/2015
298.089,2/19/2015
298.096,2/20/2015
298.104,2/21/2015
298.103,2/22/2015
298.1,2/23/2015
298.107,2/24/2015
298.113,2/25/2015
298.126,2/26/2015
298.134,2/27/2015
298.136,2/28/2015
298.141,3/1/2015
298.135,3/2/2015
298.138,3/3/2015
298.147,3/4/2015
298.155,3/5/2015
298.156,3/6/2015
298.158,3/7/2015
298.158,3/8/2015
298.159,3/9/2015
298.158,3/10/2015
298.16,3/11/2015
298.165,3/12/2015
298.166,3/13/2015
298.168,3/14/2015
298.181,3/15/2015
298.178,3/16/2015
298.182,3/17/2015
298.192,3/18/2015
298.188,3/19/2015
298.185,3/20/2015
298.177,3/21/2015
298.177,3/22/2015
298.185,3/23/2015
298.195,3/24/2015
298.198,3/25/2015
298.194,3/26/2015
298.191,3/27/2015
298.192,3/28/2015
298.194,3/29/2015
298.196,3/30/2015
298.198,3/31/2015
298.203,4/1/2015
298.208,4/2/2015
298.21,4/3/2015
298.223,4/4/2015
298.238,4/5/2015
298.243,4/6/2015
298.249,4/7/2015
298.237,4/8/2015
298.232,4/9/2015
298.229,4/10/2015
298.232,4/11/2015
298.237,4/12/2015
298.234,4/13/2015
298.229,4/14/2015
298.219,4/15/2015
298.224,4/16/2015
298.233,4/17/2015
298.239,4/18/2015
298.249,4/19/2015
298.251,4/20/2015
298.271,4/21/2015
298.284,4/22/2015
298.289,4/23/2015
298.294,4/24/2015
298.296,4/25/2015
298.288,4/26/2015
298.276,4/27/2015
298.266,4/28/2015
298.255,4/29/2015
298.253,4/30/2015
298.26,5/1/2015
298.276,5/2/2015
298.279,5/3/2015
298.275,5/4/2015
298.277,5/5/2015
298.271,5/6/2015
298.263,5/7/2015
298.262,5/8/2015
298.265,5/9/2015
298.268,5/10/2015
298.268,5/11/2015
298.266,5/12/2015
298.266,5/13/2015
298.252,5/14/2015
298.245,5/15/2015
298.241,5/16/2015
298.243,5/17/2015
298.25,5/18/2015
298.262,5/19/2015
298.275,5/20/2015
298.288,5/21/2015
298.294,5/22/2015
298.283,5/23/2015
283.53,5/24/2015
292.364,5/25/2015
295.432,5/26/2015
296.42,5/27/2015
296.902,5/28/2015
297.19,5/29/2015
297.384,5/30/2015
297.537,5/31/2015
297.64,6/1/2015
297.703,6/2/2015
297.748,6/3/2015
297.783,6/4/2015
297.819,6/5/2015
297.855,6/6/2015
297.883,6/7/2015
297.904,6/8/2015
297.932,6/9/2015
297.926,6/10/2015
297.901,6/11/2015
297.916,6/12/2015
297.937,6/13/2015
297.955,6/14/2015
297.972,6/15/2015
297.997,6/16/2015
298.047,6/17/2015
298.064,6/18/2015
298.072,6/19/2015
298.071,6/20/2015
298.069,6/21/2015
298.074,6/22/2015
298.086,6/23/2015
298.102,6/24/2015
298.112,6/25/2015
298.11,6/26/2015
298.116,6/27/2015
298.128,6/28/2015
298.135,6/29/2015
298.151,6/30/2015
298.145,7/1/2015
298.145,7/2/2015
298.146,7/3/2015
298.155,7/4/2015
298.166,7/5/2015
298.176,7/6/2015
298.177,7/7/2015
298.174,7/8/2015
298.178,7/9/2015
298.194,7/10/2015
298.217,7/11/2015
298.234,7/12/2015
298.239,7/13/2015
298.233,7/14/2015
298.124,7/15/2015
298.183,7/16/2015
298.222,7/17/2015
298.223,7/18/2015
298.225,7/19/2015
298.232,7/20/2015
298.24,7/21/2015
298.252,7/22/2015
298.27,7/23/2015
298.292,7/24/2015
298.304,7/25/2015
298.309,7/26/2015
298.305,7/27/2015
298.299,7/28/2015
298.305,7/29/2015
298.319,7/30/2015
298.332,7/31/2015
298.337,8/1/2015
298.345,8/2/2015
298.348,8/3/2015
298.345,8/4/2015
298.354,8/5/2015
298.358,8/6/2015
298.353,8/7/2015
298.358,8/8/2015
298.364,8/9/2015
298.373,8/10/2015
298.383,8/11/2015
298.394,8/12/2015
298.383,8/13/2015
298.372,8/14/2015
298.371,8/15/2015
298.379,8/16/2015
298.392,8/17/2015
298.392,8/18/2015
298.386,8/19/2015
298.384,8/20/2015
298.389,8/21/2015
298.395,8/22/2015
298.402,8/23/2015
298.423,8/24/2015
298.43,8/25/2015
298.427,8/26/2015
298.43,8/27/2015
298.431,8/28/2015
298.432,8/29/2015
298.438,8/30/2015
298.444,8/31/2015
298.444,9/1/2015
298.446,9/2/2015
298.47,9/3/2015
298.463,9/4/2015
298.463,9/5/2015
298.465,9/6/2015
298.471,9/7/2015
298.47,9/8/2015
298.466,9/9/2015
298.458,9/10/2015
298.455,9/11/2015
298.459,9/12/2015
298.463,9/13/2015
298.467,9/14/2015
298.478,9/15/2015
298.483,9/16/2015
298.48,9/17/2015
298.467,9/18/2015
298.466,9/19/2015
298.469,9/20/2015
298.472,9/21/2015
298.474,9/22/2015
298.465,9/23/2015
298.461,9/24/2015
298.459,9/25/2015
298.46,9/26/2015
298.465,9/27/2015
298.47,9/28/2015
298.564,9/29/2015
298.513,9/30/2015
298.47,10/1/2015
298.447,10/2/2015
298.441,10/3/2015
298.444,10/4/2015
298.445,10/5/2015
298.446,10/6/2015
298.44,10/7/2015
298.428,10/8/2015
298.429,10/9/2015
298.434,10/10/2015
298.442,10/11/2015
298.449,10/12/2015
298.449,10/13/2015
298.44,10/14/2015
298.438,10/15/2015
298.44,10/16/2015
298.433,10/17/2015
298.413,10/18/2015
298.412,10/19/2015
298.41,10/20/2015
298.427,10/21/2015
298.438,10/22/2015
298.428,10/23/2015
298.422,10/24/2015
298.424,10/25/2015
298.429,10/26/2015
298.43,10/27/2015
298.428,10/28/2015
298.429,10/29/2015
298.427,10/30/2015
298.432,10/31/2015
298.441,11/1/2015
298.445,11/2/2015
298.45,11/3/2015
298.463,11/4/2015
298.479,11/5/2015
298.488,11/6/2015
298.481,11/7/2015
298.473,11/8/2015
298.467,11/9/2015
298.47,11/10/2015
298.465,11/11/2015
298.46,11/12/2015
298.467,11/13/2015
298.472,11/14/2015
298.465,11/15/2015
298.456,11/16/2015
298.452,11/17/2015
298.452,11/18/2015
298.451,11/19/2015
298.451,11/20/2015
298.453,11/21/2015
298.447,11/22/2015
298.448,11/23/2015
298.443,11/24/2015
298.444,11/25/2015
298.452,11/26/2015
298.443,11/27/2015
298.438,11/28/2015
298.438,11/29/2015
298.437,11/30/2015
298.433,12/1/2015
298.426,12/2/2015
298.411,12/3/2015
298.406,12/4/2015
298.41,12/5/2015
298.411,12/6/2015
298.409,12/7/2015
298.406,12/8/2015
298.404,12/9/2015
298.407,12/10/2015
298.415,12/11/2015
298.406,12/12/2015
298.396,12/13/2015
298.394,12/14/2015
298.394,12/15/2015
298.39,12/16/2015
298.388,12/17/2015
298.383,12/18/2015
298.377,12/19/2015
298.373,12/20/2015
298.366,12/21/2015
298.361,12/22/2015
298.375,12/23/2015
298.375,12/24/2015
298.374,12/25/2015
298.378,12/26/2015
298.368,12/27/2015
298.353,12/28/2015
298.348,12/29/2015
298.348,12/30/2015
298.348,12/31/2015
298.349,1/1/2016
298.351,1/2/2016
298.344,1/3/2016
298.34,1/4/2016
298.34,1/5/2016
298.338,1/6/2016
298.326,1/7/2016
298.314,1/8/2016
298.309,1/9/2016
298.309,1/10/2016
298.311,1/11/2016
298.308,1/12/2016
298.3,1/13/2016
298.298,1/14/2016
298.296,1/15/2016
298.3,1/16/2016
298.299,1/17/2016
298.302,1/18/2016
298.301,1/19/2016
298.301,1/20/2016
298.302,1/21/2016
298.304,1/22/2016
298.311,1/23/2016
298.305,1/24/2016
298.301,1/25/2016
298.306,1/26/2016
298.306,1/27/2016
298.332,1/28/2016
298.347,1/29/2016
298.348,1/30/2016
298.338,1/31/2016
298.335,2/1/2016
298.332,2/2/2016
298.336,2/3/2016
298.346,2/4/2016
298.335,2/5/2016
298.33,2/6/2016
298.325,2/7/2016
298.319,2/8/2016
298.313,2/9/2016
298.315,2/10/2016
298.315,2/11/2016
298.309,2/12/2016
298.309,2/13/2016
298.311,2/14/2016
298.31,2/15/2016
298.307,2/16/2016
298.305,2/17/2016
298.303,2/18/2016
298.294,2/19/2016
298.283,2/20/2016
298.269,2/21/2016
298.264,2/22/2016
298.268,2/23/2016
298.27,2/24/2016
298.268,2/25/2016
298.268,2/26/2016
298.262,2/27/2016
298.257,2/28/2016
298.251,2/29/2016
298.246,3/1/2016
298.242,3/2/2016
298.239,3/3/2016
298.237,3/4/2016
298.235,3/5/2016
298.231,3/6/2016
298.228,3/7/2016
298.219,3/8/2016
298.217,3/9/2016
298.218,3/10/2016
298.217,3/11/2016
298.215,3/12/2016
298.213,3/13/2016
298.213,3/14/2016
298.21,3/15/2016
298.207,3/16/2016
298.209,3/17/2016
298.219,3/18/2016
298.213,3/19/2016
298.205,3/20/2016
298.2,3/21/2016
298.195,3/22/2016
298.189,3/23/2016
298.183,3/24/2016
298.182,3/25/2016
298.182,3/26/2016
298.181,3/27/2016
298.178,3/28/2016
298.175,3/29/2016
298.175,3/30/2016
298.179,3/31/2016
298.177,4/1/2016
298.173,4/2/2016
298.168,4/3/2016
298.166,4/4/2016
298.166,4/5/2016
298.164,4/6/2016
298.161,4/7/2016
298.156,4/8/2016
298.154,4/9/2016
298.155,4/10/2016
298.155,4/11/2016
298.15,4/12/2016
298.14,4/13/2016
298.133,4/14/2016
298.134,4/15/2016
298.14,4/16/2016
298.142,4/17/2016
298.14,4/18/2016
298.137,4/19/2016
298.132,4/20/2016
298.131,4/21/2016
298.132,4/22/2016
298.127,4/23/2016
298.117,4/24/2016
298.111,4/25/2016
298.112,4/26/2016
298.114,4/27/2016
298.116,4/28/2016
298.117,4/29/2016
298.121,4/30/2016
298.135,5/1/2016
298.144,5/2/2016
298.07,5/3/2016
298.139,5/4/2016
298.162,5/5/2016
298.172,5/6/2016
298.175,5/7/2016
298.182,5/8/2016
298.194,5/9/2016
298.194,5/10/2016
298.183,5/11/2016
298.177,5/12/2016
298.172,5/13/2016
298.172,5/14/2016
298.176,5/15/2016
298.177,5/16/2016
298.178,5/17/2016
298.178,5/18/2016
298.177,5/19/2016
298.17,5/20/2016
298.164,5/21/2016
298.164,5/22/2016
298.172,5/23/2016
298.169,5/24/2016
298.171,5/25/2016
298.184,5/26/2016
298.119,5/27/2016
298.144,5/28/2016
298.152,5/29/2016
298.149,5/30/2016
298.148,5/31/2016
298.151,6/1/2016
298.157,6/2/2016
298.162,6/3/2016
298.195,6/4/2016
298.224,6/5/2016
298.221,6/6/2016
298.214,6/7/2016
298.205,6/8/2016
298.208,6/9/2016
298.201,6/10/2016
298.192,6/11/2016
298.179,6/12/2016
298.174,6/13/2016
298.176,6/14/2016
298.183,6/15/2016
298.193,6/16/2016
298.203,6/17/2016
298.206,6/18/2016
298.223,6/19/2016
298.25,6/20/2016
298.243,6/21/2016
298.243,6/22/2016
298.24,6/23/2016
298.249,6/24/2016
298.268,6/25/2016
298.273,6/26/2016
298.282,6/27/2016
298.272,6/28/2016
298.266,6/29/2016
298.286,6/30/2016
298.289,7/1/2016
298.27,7/2/2016
298.264,7/3/2016
298.269,7/4/2016
298.284,7/5/2016
298.285,7/6/2016
298.28,7/7/2016
298.274,7/8/2016
298.27,7/9/2016
298.268,7/10/2016
298.274,7/11/2016
298.277,7/12/2016
298.261,7/13/2016
298.248,7/14/2016
298.248,7/15/2016
298.248,7/16/2016
298.251,7/17/2016
298.256,7/18/2016
298.267,7/19/2016
298.286,7/20/2016
298.298,7/21/2016
298.309,7/22/2016
277.617,7/23/2016
281.343,7/24/2016
293.171,7/25/2016
295.267,7/26/2016
296.175,7/27/2016
296.666,7/28/2016
296.982,7/29/2016
297.2,7/30/2016
297.362,7/31/2016
297.485,8/1/2016
297.59,8/2/2016
297.682,8/3/2016
297.735,8/4/2016
297.766,8/5/2016
297.806,8/6/2016
297.841,8/7/2016
297.873,8/8/2016
297.901,8/9/2016
297.93,8/10/2016
297.95,8/11/2016
297.962,8/12/2016
297.978,8/13/2016
297.987,8/14/2016
297.996,8/15/2016
298.008,8/16/2016
298.028,8/17/2016
298.047,8/18/2016
298.065,8/19/2016
298.08,8/20/2016
298.081,8/21/2016
298.096,8/22/2016
298.118,8/23/2016
298.039,8/24/2016
298.102,8/25/2016
298.122,8/26/2016
298.128,8/27/2016
298.134,8/28/2016
298.139,8/29/2016
298.145,8/30/2016
298.156,8/31/2016
298.171,9/1/2016
298.21,9/2/2016
298.234,9/3/2016
298.219,9/4/2016
298.214,9/5/2016
298.22,9/6/2016
298.227,9/7/2016
298.237,9/8/2016
298.254,9/9/2016
298.272,9/10/2016
298.275,9/11/2016
298.28,9/12/2016
298.286,9/13/2016
298.317,9/14/2016
298.341,9/15/2016
298.344,9/16/2016
298.348,9/17/2016
298.374,9/18/2016
298.392,9/19/2016
298.393,9/20/2016
298.411,9/21/2016
298.426,9/22/2016
298.433,9/23/2016
298.443,9/24/2016
298.457,9/25/2016
298.458,9/26/2016
298.462,9/27/2016
298.469,9/28/2016
298.492,9/29/2016
298.497,9/30/2016
298.489,10/1/2016
298.487,10/2/2016
298.502,10/3/2016
298.501,10/4/2016
298.493,10/5/2016
298.487,10/6/2016
298.488,10/7/2016
298.497,10/8/2016
298.503,10/9/2016
298.514,10/10/2016
298.517,10/11/2016
298.516,10/12/2016
298.515,10/13/2016
298.508,10/14/2016
298.511,10/15/2016
298.522,10/16/2016
298.537,10/17/2016
298.539,10/18/2016
298.538,10/19/2016
298.534,10/20/2016
298.54,10/21/2016
298.558,10/22/2016
298.565,10/23/2016
298.568,10/24/2016
298.57,10/25/2016
298.572,10/26/2016
298.578,10/27/2016
298.577,10/28/2016
298.576,10/29/2016
298.58,10/30/2016
298.591,10/31/2016
298.592,11/1/2016
298.588,11/2/2016
298.583,11/3/2016
298.587,11/4/2016
298.596,11/5/2016
298.592,11/6/2016
298.592,11/7/2016
298.598,11/8/2016
298.596,11/9/2016
298.604,11/10/2016
298.605,11/11/2016
298.62,11/12/2016
298.633,11/13/2016
298.63,11/14/2016
298.618,11/15/2016
298.61,11/16/2016
298.606,11/17/2016
298.612,11/18/2016
298.615,11/19/2016
298.613,11/20/2016
298.612,11/21/2016
298.616,11/22/2016
298.624,11/23/2016
298.728,11/24/2016
298.697,11/25/2016
298.646,11/26/2016
298.635,11/27/2016
298.63,11/28/2016
298.631,11/29/2016
298.63,11/30/2016
298.632,12/1/2016
298.628,12/2/2016
298.623,12/3/2016
298.621,12/4/2016
298.626,12/5/2016
298.623,12/6/2016
298.62,12/7/2016
298.629,12/8/2016
298.627,12/9/2016
298.613,12/10/2016
298.611,12/11/2016
298.61,12/12/2016
298.613,12/13/2016
298.621,12/14/2016
298.621,12/15/2016
298.629,12/16/2016
298.632,12/17/2016
298.625,12/18/2016
298.619,12/19/2016
298.626,12/20/2016
298.625,12/21/2016
298.619,12/22/2016
298.616,12/23/2016
298.628,12/24/2016
298.63,12/25/2016
298.63,12/26/2016
298.63,12/27/2016
298.63,12/28/2016
298.633,12/29/2016
298.638,12/30/2016
298.638,12/31/2016
298.635,1/1/2017
298.63,1/2/2017
298.615,1/3/2017
298.609,1/4/2017
298.609,1/5/2017
298.609,1/6/2017
298.607,1/7/2017
298.608,1/8/2017
298.609,1/9/2017
298.608,1/10/2017
298.608,1/11/2017
298.608,1/12/2017
298.605,1/13/2017
298.606,1/14/2017
298.595,1/15/2017
298.586,1/16/2017
298.584,1/17/2017
298.586,1/18/2017
298.587,1/19/2017
298.597,1/20/2017
298.604,1/21/2017
298.592,1/22/2017
298.592,1/23/2017
298.591,1/24/2017
298.586,1/25/2017
298.586,1/26/2017
298.584,1/27/2017
298.58,1/28/2017
298.578,1/29/2017
298.578,1/30/2017
298.578,1/31/2017
298.576,2/1/2017
298.575,2/2/2017
298.569,2/3/2017
298.566,2/4/2017
298.566,2/5/2017
298.566,2/6/2017
298.559,2/7/2017
298.55,2/8/2017
298.549,2/9/2017
298.554,2/10/2017
298.558,2/11/2017
298.566,2/12/2017
298.557,2/13/2017
298.544,2/14/2017
298.536,2/15/2017
298.534,2/16/2017
298.534,2/17/2017
298.54,2/18/2017
298.538,2/19/2017
298.526,2/20/2017
298.514,2/21/2017
298.508,2/22/2017
298.506,2/23/2017
298.505,2/24/2017
298.505,2/25/2017
298.5,2/26/2017
298.494,2/27/2017
298.492,2/28/2017
298.493,3/1/2017
298.494,3/2/2017
298.495,3/3/2017
298.514,3/4/2017
298.557,3/5/2017
298.56,3/6/2017
298.548,3/7/2017
298.545,3/8/2017
298.545,3/9/2017
298.544,3/10/2017
298.543,3/11/2017
298.546,3/12/2017
298.546,3/13/2017
298.543,3/14/2017
298.541,3/15/2017
298.545,3/16/2017
298.536,3/17/2017
298.531,3/18/2017
298.532,3/19/2017
298.535,3/20/2017
298.539,3/21/2017
298.545,3/22/2017
298.586,3/23/2017
298.588,3/24/2017
298.589,3/25/2017
298.591,3/26/2017
298.591,3/27/2017
298.594,3/28/2017
298.597,3/29/2017
298.607,3/30/2017
298.614,3/31/2017
298.611,4/1/2017
298.607,4/2/2017
298.605,4/3/2017
298.608,4/4/2017
298.614,4/5/2017
298.619,4/6/2017
298.62,4/7/2017
298.626,4/8/2017
298.643,4/9/2017
298.651,4/10/2017
298.648,4/11/2017
298.646,4/12/2017
298.648,4/13/2017
298.653,4/14/2017
298.659,4/15/2017
298.663,4/16/2017
298.663,4/17/2017
298.662,4/18/2017
298.66,4/19/2017
298.662,4/20/2017
298.668,4/21/2017
298.674,4/22/2017
298.68,4/23/2017
298.687,4/24/2017
298.698,4/25/2017
298.714,4/26/2017
298.709,4/27/2017
298.702,4/28/2017
298.702,4/29/2017
298.704,4/30/2017
298.708,5/1/2017
298.712,5/2/2017
298.707,5/3/2017
298.7,5/4/2017
298.7,5/5/2017
298.705,5/6/2017
298.711,5/7/2017
